车牌号,交叉口,start,end,count
AF4C9QC,经一路-纬中路,2024-05-04 11:00:03.951,2024-05-04 11:12:39.571,3
AF4C9UE,经中路-环北路,2024-05-01 06:38:05.097,2024-05-01 07:35:23.455,3
AF4C9YE,环西路-纬中路,2024-05-01 08:49:01.854,2024-05-01 09:36:42.594,4
AF4C9YE,环西路-纬中路,2024-05-01 08:49:25.873,2024-05-01 09:36:42.594,3
AF4C9YE,环西路-纬中路,2024-05-05 14:53:25.079,2024-05-05 15:46:40.698,8
AF4C9YE,环西路-纬中路,2024-05-05 14:53:28.692,2024-05-05 15:46:40.698,7
AF4C9YE,环西路-纬中路,2024-05-05 15:05:27.114,2024-05-05 15:46:40.698,6
AF4C9YE,环西路-纬中路,2024-05-05 15:05:44.138,2024-05-05 15:46:40.698,5
AF4C9YE,环西路-纬中路,2024-05-05 15:18:13.352,2024-05-05 15:46:40.698,4
AF4C9YE,环西路-纬中路,2024-05-05 15:18:23.224,2024-05-05 15:46:40.698,3
AF4C9YE,经一路-纬中路,2024-05-05 14:51:28.691,2024-05-05 15:46:02.333,3
AF4CA86M,环西路-纬中路,2024-05-04 08:03:44.060,2024-05-04 08:03:49.288,3
AF4CAEEM,环西路-纬中路,2024-05-01 21:29:10.818,2024-05-01 22:05:54.777,5
AF4CAEEM,环西路-纬中路,2024-05-01 21:38:17.641,2024-05-01 22:05:54.777,4
AF4CAEEM,环西路-纬中路,2024-05-01 22:02:36.419,2024-05-01 22:05:54.777,3
AF4CAEEM,经中路-纬一路,2024-05-01 08:47:02.000,2024-05-01 09:44:26.000,3
AF4CAEEM,纬中路-景区出入口,2024-05-01 08:40:35.787,2024-05-01 09:05:35.355,3
AF4CBAF,环西路-纬中路,2024-05-04 12:56:02.116,2024-05-04 13:08:57.446,3
AF4CC5CM,经中路-纬中路,2024-05-03 09:21:13.000,2024-05-03 09:37:06.000,3
AF4CC9BK,环西路-纬中路,2024-05-05 17:17:05.745,2024-05-05 17:58:37.571,3
AF4CC9BK,环西路-纬中路,2024-05-05 20:54:17.448,2024-05-05 21:49:44.062,3
AF4CCB9M,环西路-纬中路,2024-05-01 10:54:32.939,2024-05-01 11:25:41.711,3
AF4CCG6,环西路-纬中路,2024-05-05 21:49:40.863,2024-05-05 21:56:01.904,3
AF4CCW9,环西路-纬中路,2024-05-05 16:47:54.427,2024-05-05 16:57:50.567,4
AF4CCW9,环西路-纬中路,2024-05-05 16:48:02.808,2024-05-05 16:57:50.567,3
AF4CD77M,环西路-纬中路,2024-05-01 13:20:41.908,2024-05-01 13:33:23.232,3
AF4CDE2,环西路-纬中路,2024-05-02 13:22:25.239,2024-05-02 13:38:27.657,3
AF4CDE2,环西路-纬中路,2024-05-04 11:11:06.010,2024-05-04 11:25:07.794,3
AF4CDE2,环西路-纬中路,2024-05-05 09:50:32.605,2024-05-05 10:11:40.761,5
AF4CDE2,环西路-纬中路,2024-05-05 10:03:05.888,2024-05-05 10:11:40.761,4
AF4CDE2,环西路-纬中路,2024-05-05 10:03:41.733,2024-05-05 10:11:40.761,3
AF4CDMC,环西路-纬中路,2024-05-01 07:21:13.685,2024-05-01 08:18:39.639,3
AF4CDMC,环西路-纬中路,2024-05-02 10:37:03.992,2024-05-02 11:25:09.189,3
AF4CDMC,环西路-纬中路,2024-05-05 16:07:59.441,2024-05-05 16:36:48.684,3
AF4CDMC,环西路-纬中路,2024-05-05 19:20:44.553,2024-05-05 19:32:52.078,3
AF4CE8E,经一路-纬中路,2024-05-05 08:56:08.575,2024-05-05 09:36:26.435,3
AF4CE8E,环西路-纬中路,2024-05-01 11:27:29.766,2024-05-01 12:12:09.442,3
AF4CE8E,环西路-纬中路,2024-05-02 10:28:18.639,2024-05-02 10:31:18.802,4
AF4CE8E,环西路-纬中路,2024-05-02 10:28:22.250,2024-05-02 10:31:18.802,3
AF4CF5C,环西路-纬中路,2024-05-04 07:06:49.091,2024-05-04 07:06:53.867,3
AF4CF5C,环西路-纬中路,2024-05-04 20:01:55.217,2024-05-04 20:28:01.886,3
AF4CJ76,环西路-纬中路,2024-05-05 13:18:21.891,2024-05-05 14:05:40.692,5
AF4CJ76,环西路-纬中路,2024-05-05 13:31:56.506,2024-05-05 14:05:40.692,4
AF4CJ76,环西路-纬中路,2024-05-05 13:32:00.362,2024-05-05 14:05:40.692,3
AF4CJ76,环西路-纬中路,2024-05-05 18:56:49.019,2024-05-05 19:46:47.019,3
AF4CL9F,经中路-纬中路,2024-05-03 07:16:21.000,2024-05-03 08:16:01.000,3
AF4CP69,环西路-纬中路,2024-05-05 12:48:03.438,2024-05-05 12:59:01.872,3
AF4CRE9,环西路-纬中路,2024-05-02 21:14:40.488,2024-05-02 21:49:42.455,4
AF4CRE9,环西路-纬中路,2024-05-02 21:39:39.594,2024-05-02 21:49:42.455,3
AF4CXAE,环西路-纬中路,2024-05-03 18:48:36.736,2024-05-03 19:00:21.913,3
AF4CY8E,环西路-纬中路,2024-05-05 07:18:48.535,2024-05-05 08:08:43.344,3
AF4D45CK,环西路-纬中路,2024-05-04 13:05:54.392,2024-05-04 13:55:01.559,4
AF4D45CK,环西路-纬中路,2024-05-04 13:06:00.002,2024-05-04 13:55:01.559,3
AF4D45CK,环西路-纬中路,2024-05-04 13:54:57.551,2024-05-04 14:24:10.934,4
AF4D45CK,环西路-纬中路,2024-05-04 13:55:01.559,2024-05-04 14:24:10.934,3
AF4D47D,环西路-纬中路,2024-05-02 13:25:58.222,2024-05-02 13:36:41.158,3
AF4D4B8K,环西路-纬中路,2024-05-01 23:03:36.732,2024-05-01 23:15:52.202,3
AF4D4B8K,环西路-纬中路,2024-05-02 22:34:02.653,2024-05-02 22:58:18.086,3
AF4D4B8K,环西路-纬中路,2024-05-02 23:55:14.447,2024-05-03 00:38:01.608,3
AF4D4B8K,环西路-纬中路,2024-05-04 23:04:13.140,2024-05-05 00:00:57.627,3
AF4D4B8K,环西路-纬中路,2024-05-05 00:00:55.256,2024-05-05 00:36:22.351,3
AF4D4B8K,环西路-纬中路,2024-05-05 08:44:30.228,2024-05-05 09:23:46.383,3
AF4D4B8K,环西路-纬中路,2024-05-05 09:19:11.613,2024-05-05 09:57:33.693,3
AF4D4B8K,经三路-纬中路,2024-05-02 10:05:38.843,2024-05-02 10:55:51.824,3
AF4D4B8K,经三路-纬中路,2024-05-03 11:10:14.502,2024-05-03 11:42:17.464,3
AF4D4BDK,环西路-纬中路,2024-05-04 11:03:49.444,2024-05-04 11:55:27.740,4
AF4D4BDK,环西路-纬中路,2024-05-04 11:03:54.654,2024-05-04 11:55:27.740,3
AF4D4DCK,环西路-纬中路,2024-05-01 10:11:57.735,2024-05-01 10:47:41.167,4
AF4D4DCK,环西路-纬中路,2024-05-01 10:19:51.915,2024-05-01 10:47:41.167,3
AF4D4DCK,环西路-纬中路,2024-05-01 10:47:00.394,2024-05-01 11:38:07.773,5
AF4D4DCK,环西路-纬中路,2024-05-01 10:47:41.167,2024-05-01 11:38:07.773,4
AF4D4DCK,环西路-纬中路,2024-05-01 11:26:05.072,2024-05-01 11:38:07.773,3
AF4D4DCK,环西路-纬中路,2024-05-02 10:33:03.824,2024-05-02 11:27:27.541,5
AF4D4DCK,环西路-纬中路,2024-05-02 10:33:06.897,2024-05-02 11:27:27.541,4
AF4D4DCK,环西路-纬中路,2024-05-02 11:07:53.902,2024-05-02 11:27:27.541,3
AF4D4DCK,环西路-纬中路,2024-05-03 16:46:27.517,2024-05-03 16:49:56.419,3
AF4D4DCK,环西路-纬中路,2024-05-03 19:35:06.202,2024-05-03 20:04:04.225,4
AF4D4DCK,环西路-纬中路,2024-05-03 19:39:37.564,2024-05-03 20:04:04.225,3
AF4D4DCK,环西路-纬中路,2024-05-03 19:56:31.206,2024-05-03 20:47:32.789,4
AF4D4DCK,环西路-纬中路,2024-05-03 20:04:04.225,2024-05-03 20:47:32.789,3
AF4D4DCK,环西路-纬中路,2024-05-04 13:43:12.922,2024-05-04 14:21:44.837,4
AF4D4DCK,环西路-纬中路,2024-05-04 13:45:55.350,2024-05-04 14:44:44.387,5
AF4D4DCK,环西路-纬中路,2024-05-04 14:21:41.256,2024-05-04 15:16:44.917,5
AF4D4DCK,环西路-纬中路,2024-05-04 14:21:44.837,2024-05-04 15:16:44.917,4
AF4D4DCK,环西路-纬中路,2024-05-04 14:44:37.846,2024-05-04 15:29:05.884,5
AF4D4DCK,环西路-纬中路,2024-05-04 14:44:44.387,2024-05-04 15:29:05.884,4
AF4D4DCK,环西路-纬中路,2024-05-04 15:16:44.917,2024-05-04 15:29:05.884,3
AF4D4DCK,环西路-纬中路,2024-05-04 19:55:38.247,2024-05-04 20:50:12.140,6
AF4D4DCK,环西路-纬中路,2024-05-04 19:56:05.235,2024-05-04 20:50:12.140,5
AF4D4DCK,环西路-纬中路,2024-05-04 19:59:13.254,2024-05-04 20:50:12.140,4
AF4D4DCK,环西路-纬中路,2024-05-04 20:00:44.569,2024-05-04 20:50:12.140,3
AF4D4DCK,经三路-纬中路,2024-05-03 16:55:25.051,2024-05-03 17:45:19.324,4
AF4D4DCK,经三路-纬中路,2024-05-03 17:33:34.885,2024-05-03 18:12:48.898,4
AF4D4DCK,经三路-纬中路,2024-05-03 17:37:00.114,2024-05-03 18:12:48.898,3
AF4D4DCK,纬中路-景区出入口,2024-05-02 16:39:02.749,2024-05-02 17:22:26.916,3
AF4D4DCK,纬中路-景区出入口,2024-05-03 18:44:31.803,2024-05-03 19:08:10.791,4
AF4D4DCK,纬中路-景区出入口,2024-05-03 18:49:31.984,2024-05-03 19:08:10.791,3
AF4D4DCK,纬中路-景区出入口,2024-05-05 16:03:21.960,2024-05-05 16:10:43.379,4
AF4D4DCK,纬中路-景区出入口,2024-05-05 16:05:21.066,2024-05-05 16:10:43.379,3
AF4D4DCK,经中路-纬中路,2024-05-04 17:10:04.000,2024-05-04 17:46:49.000,4
AF4D4DCK,经中路-纬中路,2024-05-04 17:15:38.000,2024-05-04 17:46:49.000,3
AF4D4DCK,经中路-纬中路,2024-05-04 20:19:45.000,2024-05-04 21:17:52.000,4
AF4D4DCK,经中路-纬中路,2024-05-04 20:42:37.000,2024-05-04 21:28:19.000,4
AF4D4DCK,经中路-纬中路,2024-05-04 20:46:59.000,2024-05-04 21:28:19.000,3
AF4D4DCK,经二路-纬中路,2024-05-03 20:49:50.473,2024-05-03 21:08:27.431,3
AF4D5DV,经中路-纬中路,2024-05-03 13:25:02.000,2024-05-03 13:56:34.000,3
AF4D5DV,纬中路-景区出入口,2024-05-03 13:27:23.236,2024-05-03 13:59:14.343,3
AF4D663,环西路-纬中路,2024-05-01 06:39:30.608,2024-05-01 06:54:43.325,3
AF4D670,环西路-纬中路,2024-05-01 16:35:10.408,2024-05-01 16:57:12.492,3
AF4D670,环西路-纬中路,2024-05-02 13:20:50.592,2024-05-02 13:24:35.879,3
AF4D670,环西路-纬中路,2024-05-05 10:17:00.596,2024-05-05 10:18:48.307,3
AF4D670,环西路-纬中路,2024-05-05 12:09:34.492,2024-05-05 12:11:20.247,3
AF4D6C9K,环西路-纬中路,2024-05-02 21:27:20.858,2024-05-02 22:13:10.164,3
AF4D6CB,经一路-纬中路,2024-05-03 16:31:21.709,2024-05-03 16:49:01.076,3
AF4D757K,环西路-纬中路,2024-05-01 11:26:35.955,2024-05-01 11:31:12.515,3
AF4D75CK,环西路-纬中路,2024-05-02 10:32:09.348,2024-05-02 10:57:06.320,3
AF4D75CK,环西路-纬中路,2024-05-05 19:04:48.976,2024-05-05 19:28:46.772,4
AF4D75CK,环西路-纬中路,2024-05-05 19:05:06.107,2024-05-05 19:28:46.772,3
AF4D779K,经一路-纬中路,2024-05-01 16:41:22.326,2024-05-01 17:23:00.060,4
AF4D779K,经一路-纬中路,2024-05-01 16:43:32.185,2024-05-01 17:23:00.060,3
AF4D779K,环西路-纬中路,2024-05-01 16:48:09.358,2024-05-01 17:42:30.251,3
AF4D7DEK,环西路-纬中路,2024-05-03 01:06:36.067,2024-05-03 01:56:59.853,3
AF4D7DEK,环西路-纬中路,2024-05-03 03:16:49.791,2024-05-03 03:38:29.766,4
AF4D7DEK,环西路-纬中路,2024-05-03 03:16:52.171,2024-05-03 03:38:29.766,3
AF4D7DEK,经中路-纬中路,2024-05-03 01:11:33.000,2024-05-03 01:16:17.000,3
AF4D95BK,环西路-纬中路,2024-05-05 10:12:23.015,2024-05-05 10:26:51.190,3
AF4D9C1,环西路-纬中路,2024-05-05 16:15:45.973,2024-05-05 16:16:04.370,3
AF4DA78,纬中路-景区出入口,2024-05-03 18:17:07.545,2024-05-03 18:27:10.008,3
AF4DAD2,经中路-纬中路,2024-05-04 07:25:02.000,2024-05-04 07:39:44.000,3
AF4DADD,环西路-纬中路,2024-05-02 13:53:39.561,2024-05-02 14:36:24.070,4
AF4DADD,环西路-纬中路,2024-05-02 14:36:19.165,2024-05-02 14:36:24.070,3
AF4DADD,环西路-纬中路,2024-05-04 23:53:59.274,2024-05-05 00:43:59.556,3
AF4DB6DM,经中路-纬中路,2024-05-02 19:12:09.000,2024-05-02 19:48:46.000,3
AF4DB89K,经三路-纬中路,2024-05-02 19:00:49.925,2024-05-02 19:55:19.426,3
AF4DB89K,经三路-纬中路,2024-05-02 22:43:28.995,2024-05-02 22:58:56.912,3
AF4DB89K,经三路-纬中路,2024-05-03 18:59:20.308,2024-05-03 19:31:30.807,3
AF4DB89K,纬中路-景区出入口,2024-05-02 22:12:59.685,2024-05-02 22:53:41.781,3
AF4DB89K,纬中路-景区出入口,2024-05-05 08:56:03.051,2024-05-05 09:20:59.668,3
AF4DB89K,经中路-环北路,2024-05-04 20:36:23.874,2024-05-04 20:58:33.650,3
AF4DB89K,经二路-纬中路,2024-05-01 15:24:15.923,2024-05-01 16:14:31.362,3
AF4DB89K,经一路-纬中路,2024-05-03 19:48:36.364,2024-05-03 20:12:40.127,3
AF4DB89K,环西路-纬中路,2024-05-02 14:25:34.856,2024-05-02 14:45:02.383,3
AF4DB89K,环西路-纬中路,2024-05-02 23:11:36.896,2024-05-02 23:58:48.208,4
AF4DB89K,环西路-纬中路,2024-05-02 23:12:30.036,2024-05-02 23:58:48.208,3
AF4DB89K,环西路-纬中路,2024-05-03 18:36:54.329,2024-05-03 19:02:42.909,4
AF4DB89K,环西路-纬中路,2024-05-03 18:37:03.112,2024-05-03 19:02:42.909,3
AF4DB89K,环西路-纬中路,2024-05-03 20:03:23.966,2024-05-03 20:10:45.401,3
AF4DB89K,环西路-纬中路,2024-05-04 22:46:47.277,2024-05-04 23:22:56.338,3
AF4DB89K,经中路-纬中路,2024-05-03 18:44:18.000,2024-05-03 19:35:40.000,4
AF4DB89K,经中路-纬中路,2024-05-03 18:55:00.000,2024-05-03 19:45:36.000,4
AF4DB89K,经中路-纬中路,2024-05-03 18:58:14.000,2024-05-03 19:45:36.000,3
AF4DB89K,经中路-纬中路,2024-05-03 21:05:17.000,2024-05-03 21:40:21.000,4
AF4DB89K,经中路-纬中路,2024-05-03 21:05:19.000,2024-05-03 21:40:21.000,3
AF4DB89K,经中路-纬中路,2024-05-03 21:24:30.000,2024-05-03 22:18:00.000,4
AF4DB89K,经中路-纬中路,2024-05-03 21:40:21.000,2024-05-03 22:18:00.000,3
AF4DB89K,经中路-纬中路,2024-05-03 22:15:56.000,2024-05-03 23:07:41.000,3
AF4DB89K,经中路-纬中路,2024-05-04 21:00:40.000,2024-05-04 21:40:49.000,3
AF4DBBV,环西路-纬中路,2024-05-04 11:58:07.884,2024-05-04 12:02:07.830,4
AF4DBBV,环西路-纬中路,2024-05-04 11:58:45.052,2024-05-04 12:02:07.830,3
AF4DC6BM,经中路-纬一路,2024-05-01 09:33:50.000,2024-05-01 09:41:05.000,3
AF4DC7V,环西路-纬中路,2024-05-03 13:29:51.201,2024-05-03 14:17:09.366,3
AF4DCD1,环西路-纬中路,2024-05-03 11:14:57.618,2024-05-03 12:03:38.696,4
AF4DCD1,环西路-纬中路,2024-05-03 11:15:00.448,2024-05-03 12:03:38.696,3
AF4DCEFK,环西路-纬中路,2024-05-03 11:14:25.404,2024-05-03 11:23:15.467,3
AF4DD58K,环西路-纬中路,2024-05-03 13:15:19.931,2024-05-03 13:52:18.625,3
AF4DD58K,环西路-纬中路,2024-05-05 07:31:26.643,2024-05-05 07:36:08.189,4
AF4DD58K,环西路-纬中路,2024-05-05 07:31:34.393,2024-05-05 07:36:08.189,3
AF4DD58K,经三路-纬中路,2024-05-04 07:35:07.256,2024-05-04 07:45:47.965,3
AF4DD58K,经三路-纬中路,2024-05-04 07:38:52.031,2024-05-04 08:35:19.895,3
AF4DD7DK,环西路-纬中路,2024-05-01 11:39:02.367,2024-05-01 12:05:25.735,3
AF4DDBFK,环西路-纬中路,2024-05-05 22:09:17.597,2024-05-05 22:41:08.216,3
AF4DDEQ,环西路-纬中路,2024-05-04 07:49:00.234,2024-05-04 08:09:42.977,4
AF4DDEQ,环西路-纬中路,2024-05-04 07:49:04.634,2024-05-04 08:09:42.977,3
AF4E47CM,环西路-纬中路,2024-05-01 16:04:06.121,2024-05-01 16:06:28.657,3
AF4E47CM,环西路-纬中路,2024-05-05 13:35:25.491,2024-05-05 14:03:44.132,4
AF4E47CM,环西路-纬中路,2024-05-05 13:57:47.200,2024-05-05 14:03:44.132,3
AF4E488K,环西路-纬中路,2024-05-01 14:30:44.990,2024-05-01 15:01:51.516,3
AF4E488K,环西路-纬中路,2024-05-01 15:01:51.516,2024-05-01 15:59:01.955,3
AF4E488K,环西路-纬中路,2024-05-01 15:58:57.801,2024-05-01 16:32:42.477,3
AF4E488K,环西路-纬中路,2024-05-01 21:00:08.783,2024-05-01 21:17:49.983,3
AF4E488K,环西路-纬中路,2024-05-03 19:27:21.021,2024-05-03 19:32:54.815,3
AF4E488K,环西路-纬中路,2024-05-03 23:02:23.913,2024-05-03 23:07:53.991,3
AF4E488K,环西路-纬中路,2024-05-04 19:54:35.375,2024-05-04 20:00:48.641,3
AF4E488K,经中路-纬中路,2024-05-03 16:34:38.000,2024-05-03 17:17:09.000,3
AF4E488K,经中路-纬中路,2024-05-03 18:32:36.000,2024-05-03 19:23:31.000,3
AF4E488K,经中路-纬中路,2024-05-03 19:09:41.000,2024-05-03 20:06:50.000,4
AF4E488K,经中路-纬中路,2024-05-03 19:23:31.000,2024-05-03 20:06:50.000,3
AF4E488K,经中路-纬中路,2024-05-03 19:55:01.000,2024-05-03 20:29:12.000,3
AF4E488K,纬中路-景区出入口,2024-05-03 17:10:05.629,2024-05-03 17:56:54.425,3
AF4E488K,纬中路-景区出入口,2024-05-03 17:54:09.713,2024-05-03 18:34:50.914,3
AF4E488K,纬中路-景区出入口,2024-05-03 18:34:50.914,2024-05-03 19:15:26.538,3
AF4E488K,纬中路-景区出入口,2024-05-03 19:11:32.063,2024-05-03 20:01:43.450,4
AF4E488K,纬中路-景区出入口,2024-05-03 19:15:26.538,2024-05-03 20:01:43.450,3
AF4E488K,纬中路-景区出入口,2024-05-03 19:57:37.703,2024-05-03 20:27:36.762,3
AF4E488K,经一路-纬中路,2024-05-03 17:19:44.001,2024-05-03 18:12:49.428,3
AF4E4B7K,环西路-纬中路,2024-05-02 20:57:24.010,2024-05-02 21:04:17.030,3
AF4E4EQ,环西路-纬中路,2024-05-05 10:56:46.930,2024-05-05 11:00:47.105,3
AF4E5D7K,经一路-纬中路,2024-05-01 07:27:43.507,2024-05-01 08:23:15.669,3
AF4E5D7K,环西路-纬中路,2024-05-01 08:02:02.470,2024-05-01 08:24:50.947,4
AF4E5D7K,环西路-纬中路,2024-05-01 08:19:00.202,2024-05-01 08:24:50.947,3
AF4E5D7K,环西路-纬中路,2024-05-01 10:04:22.225,2024-05-01 10:39:40.507,5
AF4E5D7K,环西路-纬中路,2024-05-01 10:04:27.621,2024-05-01 10:39:40.507,4
AF4E5D7K,环西路-纬中路,2024-05-01 10:14:33.834,2024-05-01 10:39:40.507,3
AF4E5D7K,环西路-纬中路,2024-05-01 21:53:21.194,2024-05-01 22:00:34.141,3
AF4E5D7K,环西路-纬中路,2024-05-02 12:07:32.821,2024-05-02 12:48:54.846,4
AF4E5D7K,环西路-纬中路,2024-05-02 12:08:30.696,2024-05-02 12:48:54.846,3
AF4E5D7K,环西路-纬中路,2024-05-02 15:06:21.285,2024-05-02 16:03:42.598,3
AF4E5D7K,环西路-纬中路,2024-05-02 16:02:34.730,2024-05-02 16:21:10.535,5
AF4E5D7K,环西路-纬中路,2024-05-02 16:03:42.598,2024-05-02 16:21:10.535,4
AF4E5D7K,环西路-纬中路,2024-05-02 16:17:59.592,2024-05-02 17:08:00.861,4
AF4E5D7K,环西路-纬中路,2024-05-02 16:18:39.305,2024-05-02 17:08:00.861,3
AF4E5D7K,环西路-纬中路,2024-05-02 19:13:37.850,2024-05-02 19:40:21.093,7
AF4E5D7K,环西路-纬中路,2024-05-02 19:13:43.651,2024-05-02 19:40:21.093,6
AF4E5D7K,环西路-纬中路,2024-05-02 19:17:43.306,2024-05-02 19:40:21.093,5
AF4E5D7K,环西路-纬中路,2024-05-02 19:36:32.121,2024-05-02 19:40:21.093,4
AF4E5D7K,环西路-纬中路,2024-05-02 19:36:36.641,2024-05-02 19:40:21.093,3
AF4E5D7K,经中路-环北路,2024-05-02 20:48:55.214,2024-05-02 21:48:55.193,3
AF4E5D7K,纬中路-景区出入口,2024-05-03 17:35:20.123,2024-05-03 18:12:22.670,4
AF4E5D7K,纬中路-景区出入口,2024-05-03 18:06:05.315,2024-05-03 18:12:22.670,3
AF4E5D7K,经中路-纬中路,2024-05-03 17:29:57.000,2024-05-03 18:10:48.000,4
AF4E5D7K,经中路-纬中路,2024-05-03 17:49:31.000,2024-05-03 18:10:48.000,3
AF4E5E8M,环西路-纬中路,2024-05-02 17:12:24.897,2024-05-02 17:14:57.454,3
AF4E5EB,环西路-纬中路,2024-05-05 17:43:17.897,2024-05-05 18:08:25.252,3
AF4E5EBK,经中路-纬一路,2024-05-02 13:40:37.000,2024-05-02 14:17:39.000,3
AF4E677K,环西路-纬中路,2024-05-01 14:22:13.332,2024-05-01 14:35:52.513,3
AF4E677K,环西路-纬中路,2024-05-05 09:02:45.481,2024-05-05 09:57:25.070,3
AF4E67EK,环西路-纬中路,2024-05-03 19:48:49.874,2024-05-03 20:18:48.438,3
AF4E67EK,环西路-纬中路,2024-05-04 21:11:48.200,2024-05-04 21:27:15.618,4
AF4E67EK,环西路-纬中路,2024-05-04 21:11:58.340,2024-05-04 21:27:15.618,3
AF4E67EK,环西路-纬中路,2024-05-05 21:40:31.006,2024-05-05 21:48:40.635,3
AF4E6A8K,经中路-纬一路,2024-05-01 12:25:26.000,2024-05-01 13:13:31.000,3
AF4E6A8K,经中路-环北路,2024-05-05 11:47:19.738,2024-05-05 12:37:08.432,4
AF4E6A8K,经中路-环北路,2024-05-05 11:55:43.954,2024-05-05 12:37:08.432,3
AF4E6A8K,环西路-纬中路,2024-05-03 21:20:51.444,2024-05-03 21:29:58.134,3
AF4E786K,经中路-纬中路,2024-05-03 20:30:18.000,2024-05-03 21:04:16.000,3
AF4E786K,环西路-纬中路,2024-05-03 21:23:08.887,2024-05-03 21:32:52.642,4
AF4E786K,环西路-纬中路,2024-05-03 21:32:48.736,2024-05-03 21:32:52.642,3
AF4E786K,环西路-纬中路,2024-05-03 23:23:48.335,2024-05-03 23:27:42.682,4
AF4E786K,环西路-纬中路,2024-05-03 23:24:10.415,2024-05-03 23:27:42.682,3
AF4E78D,环西路-纬中路,2024-05-01 19:31:52.204,2024-05-01 19:47:41.237,3
AF4E7B7K,经中路-环北路,2024-05-02 15:52:35.474,2024-05-02 16:26:13.750,3
AF4E7B7K,经中路-纬一路,2024-05-02 18:40:42.000,2024-05-02 18:43:53.000,3
AF4E7B9K,环西路-纬中路,2024-05-05 21:58:04.822,2024-05-05 22:03:16.973,3
AF4E7E6,环西路-纬中路,2024-05-01 14:58:11.492,2024-05-01 15:11:27.162,3
AF4E7EEK,经三路-纬中路,2024-05-01 05:46:25.618,2024-05-01 06:01:07.854,3
AF4E7EEK,经三路-纬中路,2024-05-02 19:22:05.828,2024-05-02 19:55:48.442,3
AF4E7EEK,经三路-纬中路,2024-05-04 06:54:49.522,2024-05-04 07:40:30.656,3
AF4E7EEK,环西路-纬中路,2024-05-03 10:23:51.467,2024-05-03 11:23:25.425,4
AF4E7EEK,环西路-纬中路,2024-05-03 10:23:54.632,2024-05-03 11:23:25.425,3
AF4E7EEK,环西路-纬中路,2024-05-03 10:53:42.722,2024-05-03 11:29:20.656,4
AF4E7EEK,环西路-纬中路,2024-05-03 11:23:25.425,2024-05-03 11:29:20.656,3
AF4E7EEK,环西路-纬中路,2024-05-03 12:46:49.523,2024-05-03 12:55:45.804,3
AF4E7EEK,环西路-纬中路,2024-05-04 07:32:08.404,2024-05-04 07:59:03.838,3
AF4E7EEK,环西路-纬中路,2024-05-05 08:38:52.423,2024-05-05 08:55:53.881,3
AF4E7EEK,纬中路-景区出入口,2024-05-01 21:14:02.681,2024-05-01 21:55:45.642,4
AF4E7EEK,纬中路-景区出入口,2024-05-01 21:37:17.089,2024-05-01 21:55:45.642,3
AF4E7EEK,经一路-纬中路,2024-05-03 12:48:01.528,2024-05-03 12:57:24.188,3
AF4E7EEK,经中路-环北路,2024-05-05 07:17:16.451,2024-05-05 08:01:21.330,4
AF4E7EEK,经中路-环北路,2024-05-05 07:26:33.937,2024-05-05 08:01:21.330,3
AF4E96CK,经中路-环北路,2024-05-01 08:02:13.536,2024-05-01 08:48:40.100,4
AF4E96CK,经中路-环北路,2024-05-01 08:34:54.705,2024-05-01 08:48:40.100,3
AF4E96CK,经中路-环北路,2024-05-03 16:40:20.107,2024-05-03 17:19:20.813,3
AF4E96DK,环西路-纬中路,2024-05-05 20:19:10.475,2024-05-05 20:38:10.678,5
AF4E96DK,环西路-纬中路,2024-05-05 20:19:14.028,2024-05-05 20:38:10.678,4
AF4E96DK,环西路-纬中路,2024-05-05 20:35:17.733,2024-05-05 20:38:10.678,3
AF4E9B4,经中路-纬一路,2024-05-01 07:41:21.000,2024-05-01 07:48:09.000,3
AF4E9D7,环西路-纬中路,2024-05-05 17:50:48.138,2024-05-05 17:59:28.184,3
AF4EA5D,环西路-纬中路,2024-05-01 18:28:10.524,2024-05-01 18:28:14.601,3
AF4EA5D,经三路-纬中路,2024-05-01 20:19:27.686,2024-05-01 20:51:38.610,3
AF4EB7BK,环西路-纬中路,2024-05-03 15:40:53.977,2024-05-03 15:52:12.500,3
AF4EBA3,环西路-纬中路,2024-05-04 13:23:33.576,2024-05-04 13:58:49.042,4
AF4EBA3,环西路-纬中路,2024-05-04 13:24:33.569,2024-05-04 13:58:49.042,3
AF4EBBCK,环西路-纬中路,2024-05-04 10:29:59.835,2024-05-04 11:07:23.503,3
AF4EBCBK,环西路-纬中路,2024-05-01 07:52:18.390,2024-05-01 08:18:58.886,3
AF4EBCBK,环西路-纬中路,2024-05-01 19:54:57.399,2024-05-01 20:32:09.322,6
AF4EBCBK,环西路-纬中路,2024-05-01 19:57:41.384,2024-05-01 20:32:09.322,5
AF4EBCBK,环西路-纬中路,2024-05-01 19:57:51.621,2024-05-01 20:32:09.322,4
AF4EBCBK,环西路-纬中路,2024-05-01 20:21:09.057,2024-05-01 20:32:09.322,3
AF4EBCBK,环西路-纬中路,2024-05-02 05:58:56.158,2024-05-02 06:01:03.168,3
AF4EBCBK,环西路-纬中路,2024-05-04 05:51:05.137,2024-05-04 06:33:56.429,5
AF4EBCBK,环西路-纬中路,2024-05-04 05:53:20.118,2024-05-04 06:33:56.429,4
AF4EBCBK,环西路-纬中路,2024-05-04 05:53:37.682,2024-05-04 06:33:56.429,3
AF4EBCBK,环西路-纬中路,2024-05-04 06:13:52.123,2024-05-04 07:07:19.520,6
