车牌号,num_events,total_repeat_count,total_low_speed_count,first_start,last_end,total_duration_min,mean_duration_min,low_event_count,mean_speed_kmh,median_speed_kmh
AF0A73C,2,7,4,2024-05-05 05:52:56.564,2024-05-05 07:10:52.179,155.7941833333333,77.89709166666665,9,2.0891387277308047,0.059809407355228
AF0A92C,1,3,2,2024-05-03 22:00:34.697,2024-05-03 22:39:37.667,39.049499999999995,39.049499999999995,19,7.049029517094066,7.629058235144529
AF0A95M,1,3,2,2024-05-01 07:01:32.383,2024-05-01 08:27:00.469,85.4681,85.4681,7,0.345401960600848,0.327413753305742
AF0ABC8,2,7,6,2024-05-05 12:56:30.076,2024-05-05 13:54:10.360,115.2199,57.60995,3,4.271891201761821,4.576251795543239
AF0ACEP,1,3,1,2024-05-05 07:27:22.475,2024-05-05 08:07:43.145,40.344500000000004,40.344500000000004,3,1.0794928613803834,0.0673066129569866
AF0B4BB,2,7,6,2024-05-01 21:50:26.017,2024-05-01 23:07:26.457,153.58201666666665,76.79100833333332,7,5.111327435796491,4.444016502114612
AF0B56C,1,3,1,2024-05-04 14:28:22.153,2024-05-04 15:35:55.742,67.55981666666666,67.55981666666666,2,1.6299255335301084,1.6299255335301084
AF0B929,1,3,1,2024-05-03 08:40:43.919,2024-05-03 10:07:54.162,87.17071666666668,87.17071666666668,2,0.3281394808466858,0.3281394808466858
AF0B9B0,1,3,1,2024-05-01 08:25:04.657,2024-05-01 09:03:05.866,38.020149999999994,38.020149999999994,7,1.4885437721375823,0.0236812226415275
AF0BB8H,1,3,5,2024-05-01 15:10:34.000,2024-05-01 16:24:58.000,74.4,74.4,13,2.196895744959901,0.2730824868408377
AF0BI5B,1,3,1,2024-05-03 15:30:28.548,2024-05-03 16:28:12.699,57.73585,57.73585,3,0.8377800237676064,0.1196426831387167
AF0BJEC,6,20,20,2024-05-02 07:32:24.522,2024-05-05 08:41:23.160,339.0437333333333,56.50728888888889,30,4.448507302047625,0.8941244240438445
AF0BKE6,1,3,4,2024-05-01 08:15:36.148,2024-05-01 09:11:28.624,55.8746,55.8746,8,3.172579177363341,1.5646455249639986
AF0C5BH,23,80,71,2024-05-01 09:29:21.478,2024-05-05 11:17:03.391,1403.5442666666668,61.023663768115945,74,4.472468390401853,3.223595080009174
AF0C5EH,1,3,2,2024-05-01 19:10:24.726,2024-05-01 20:00:18.289,49.892716666666665,49.892716666666665,4,10.329691193188292,10.31068274723384
AF0C67R,13,63,16,2024-05-01 19:57:45.279,2024-05-05 21:46:07.846,898.3954833333333,69.10734487179488,10,2.842487571730084,1.9486420763753105
AF0C76V,2,7,6,2024-05-05 17:39:15.709,2024-05-05 18:42:43.111,125.2656,62.6328,7,10.065433056580869,12.240567962353454
AF0C7DF,3,10,5,2024-05-03 18:43:32.936,2024-05-03 21:03:50.136,105.7066,35.23553333333333,2,7.562727730528858,7.562727730528858
AF0CA6T,1,3,1,2024-05-01 09:23:52.790,2024-05-01 10:21:22.950,57.50266666666666,57.50266666666666,1,1.3362711502028164,1.3362711502028164
AF0CAC2,4,18,9,2024-05-05 17:59:49.569,2024-05-05 19:25:54.143,287.2812833333333,71.82032083333333,5,0.7097270711424336,0.0668487875226886
AF0CACI,3,10,12,2024-05-03 19:19:49.508,2024-05-03 20:42:48.814,243.18371666666667,81.0612388888889,8,3.777492135472346,1.4026258495129276
AF0CB3C,1,3,4,2024-05-01 18:21:58.130,2024-05-01 19:05:08.869,43.178983333333335,43.178983333333335,7,4.602470481903274,2.989382709078257
AF0CB7X,1,3,2,2024-05-01 16:29:21.363,2024-05-01 17:02:36.415,33.25086666666667,33.25086666666667,3,5.0293100812426745,4.165095114574825
AF0CC6G,3,10,9,2024-05-02 17:51:53.045,2024-05-03 02:20:53.696,128.8973,42.96576666666667,16,1.956696165736038,0.11761897880386965
AF0CC8T,2,7,6,2024-05-04 13:59:49.172,2024-05-04 14:53:06.012,105.37795,52.688975,6,2.0872017632597886,1.9144414653636115
AF0CCAL,1,3,2,2024-05-03 22:58:41.321,2024-05-03 23:31:43.701,33.03966666666667,33.03966666666667,11,2.9370103694756016,0.1889672519752327
AF0CCEB,2,7,2,2024-05-01 15:50:27.245,2024-05-01 16:31:42.190,81.19013333333334,40.59506666666667,1,3.8042984345311934,3.8042984345311934
AF0CCUB,3,10,5,2024-05-04 14:52:05.346,2024-05-04 17:34:23.142,108.3749,36.124966666666666,5,0.09820715130696815,0.0444255630316922
AF134VF,4,13,6,2024-05-02 23:52:15.225,2024-05-05 02:08:58.955,199.93811666666664,49.98452916666666,17,1.4273180351378012,0.3239526834710522
AF137EI,1,3,1,2024-05-01 16:53:33.052,2024-05-01 17:32:23.354,38.838366666666666,38.838366666666666,1,0.0742955083205809,0.0742955083205809
AF1397Z,1,3,4,2024-05-02 16:41:33.000,2024-05-02 17:24:19.000,42.766666666666666,42.766666666666666,6,3.332168767308358,0.20768623391072166
AF13AA0,2,7,2,2024-05-04 20:29:21.039,2024-05-04 21:43:30.818,147.69351666666668,73.84675833333334,2,6.4209605617950185,6.4209605617950185
AF13ADZ,2,7,6,2024-05-04 07:59:31.507,2024-05-04 09:28:45.780,156.55203333333333,78.27601666666666,3,6.484853600874774,5.770414443988511
AF13DD3,1,3,1,2024-05-02 09:48:21.590,2024-05-02 10:21:59.037,33.624116666666666,33.624116666666666,11,1.036308293260917,0.1106816390229024
AF13I78,2,7,6,2024-05-02 13:35:27.984,2024-05-02 14:08:44.098,65.66255,32.831275,12,4.353109437409864,3.9372075357393133
AF13I7B,1,3,2,2024-05-05 20:19:39.530,2024-05-05 21:19:47.023,60.12488333333333,60.12488333333333,13,3.2703958767930743,1.6834591719064331
AF1442F,5,17,42,2024-05-03 17:43:47.768,2024-05-03 19:22:26.000,379.9845,75.99690000000001,10,8.13002796682034,8.381573290290193
AF145S6,1,3,2,2024-05-01 17:33:11.070,2024-05-01 18:28:05.648,54.90963333333333,54.90963333333333,15,2.1984977980212834,0.4010656760641554
AF145Y9,2,7,4,2024-05-01 22:53:41.462,2024-05-01 23:56:19.994,124.5452,62.2726,8,1.8385191785817638,0.0922207455450981
AF14B7D,2,6,2,2024-05-05 17:02:31.052,2024-05-05 18:48:30.281,136.06894999999997,68.03447499999999,10,5.493965732509946,3.3024271673903574
AF14B7G,1,3,2,2024-05-05 08:13:22.639,2024-05-05 09:17:47.186,64.40911666666666,64.40911666666666,2,2.6279533832965623,2.6279533832965623
AF14BC4,3,10,3,2024-05-03 18:11:42.593,2024-05-03 19:21:55.830,189.15655,63.05218333333334,6,0.7954026776787723,0.11167035169666889
AF14DAS,3,10,6,2024-05-03 14:15:00.895,2024-05-05 18:11:59.000,250.53473333333335,83.51157777777779,17,2.731721968468723,0.5562422744128555
AF155A3,1,3,2,2024-05-05 15:40:19.103,2024-05-05 16:41:29.115,61.16686666666667,61.16686666666667,10,2.4470116281196543,0.7495715259119928
AF157AD,2,7,5,2024-05-05 09:03:23.434,2024-05-05 09:55:13.680,87.29566666666668,43.64783333333334,8,0.42946264483841434,0.0842053513069996
AF15A5K,1,3,2,2024-05-03 18:59:22.478,2024-05-03 19:52:37.059,53.24301666666667,53.24301666666667,2,6.111744211831305,6.111744211831305
AF15AXC,1,3,2,2024-05-04 01:09:15.000,2024-05-04 02:09:05.000,59.833333333333336,59.833333333333336,6,2.883692004263916,0.07452735445519434
AF15B2B,2,7,4,2024-05-01 17:35:27.318,2024-05-01 18:30:41.681,104.09245,52.046225,2,1.4876560449427156,1.4876560449427156
AF15K5B,1,3,2,2024-05-01 00:21:36.135,2024-05-01 01:05:26.957,43.847033333333336,43.847033333333336,2,10.190668672883865,10.190668672883865
AF164CT,13,45,37,2024-05-01 22:33:38.119,2024-05-04 15:15:59.000,790.5762833333333,60.813560256410256,29,3.1326467158552243,1.660343525075338
AF164DG,1,3,1,2024-05-01 22:59:28.559,2024-05-01 23:36:46.958,37.30665,37.30665,1,9.498379998522472,9.498379998522472
AF1658H,2,6,7,2024-05-01 20:18:04.264,2024-05-01 21:57:43.381,142.75636666666668,71.37818333333334,16,4.2043813385693305,0.95020566525265
AF16662,1,3,1,2024-05-03 00:11:49.503,2024-05-03 01:29:54.598,78.08491666666667,78.08491666666667,1,0.1456488498474449,0.1456488498474449
AF169YE,2,6,3,2024-05-03 11:34:50.970,2024-05-05 21:06:57.000,135.84618333333333,67.92309166666666,11,2.2798746799190965,0.8942650780544368
AF16ABK,1,3,1,2024-05-02 11:14:57.260,2024-05-02 12:43:47.785,88.84208333333332,88.84208333333332,3,1.0634871923026534,0.5253406834332065
AF16AU9,6,22,18,2024-05-03 20:33:27.837,2024-05-04 15:51:56.378,408.04271666666665,68.00711944444444,9,9.053510807158512,10.4286765430096
AF16C8B,6,28,12,2024-05-01 19:35:12.286,2024-05-01 20:41:34.505,309.0609166666667,51.51015277777778,2,11.190590590742223,11.190590590742223
AF16D5X,5,17,14,2024-05-01 19:50:26.533,2024-05-05 14:02:28.995,262.3677666666667,52.473553333333335,10,5.163102537011618,3.952560030236838
AF18419,1,3,3,2024-05-02 15:33:28.464,2024-05-02 16:26:26.276,52.96353333333333,52.96353333333333,19,4.349768004755809,1.5736480396279549
AF184C7,1,3,1,2024-05-01 16:20:32.722,2024-05-01 17:07:20.154,46.79053333333333,46.79053333333333,2,3.4525312314196803,3.4525312314196803
AF1860D,1,3,1,2024-05-03 10:48:47.852,2024-05-03 12:01:49.186,73.02223333333333,73.02223333333333,1,0.0422347127996121,0.0422347127996121
AF186DG,1,3,3,2024-05-01 21:35:52.416,2024-05-01 22:37:06.035,61.22698333333334,61.22698333333334,9,4.901146391616326,2.600979413247944
AF1870B,1,3,1,2024-05-01 11:44:31.000,2024-05-01 12:34:25.000,49.9,49.9,3,5.03823163284228,3.626597465814282
AF18778,7,25,26,2024-05-02 09:35:18.697,2024-05-03 09:26:12.432,478.5208666666667,68.36012380952381,6,5.173696818894221,4.998628460232329
AF189E4,33,118,118,2024-05-01 20:29:48.019,2024-05-05 20:03:51.000,2131.0379333333335,64.57690707070708,79,4.502721483031335,2.408094408003436
AF18A5J,39,145,169,2024-05-01 07:35:48.265,2024-05-05 11:33:07.000,2604.446283333333,66.78067393162392,107,4.518469494474501,3.280409395092508
AF18A75,12,40,48,2024-05-03 18:12:49.065,2024-05-04 21:43:15.657,779.9241666666667,64.99368055555556,32,4.5580354812413235,3.47488536255436
AF18BCE,5,19,7,2024-05-01 02:15:21.861,2024-05-02 01:44:37.118,222.83348333333333,44.566696666666665,5,1.7112572343260428,0.2668751851446597
AF18BXF,2,7,4,2024-05-01 11:19:22.394,2024-05-01 11:52:03.883,65.30773333333333,32.653866666666666,4,8.444851964952052,9.62856351016394
AF18CEL,1,3,1,2024-05-05 10:26:43.499,2024-05-05 11:21:43.747,55.004133333333336,55.004133333333336,1,1.4322270175304586,1.4322270175304586
AF1955W,1,3,1,2024-05-01 19:06:27.282,2024-05-01 20:24:01.394,77.56853333333333,77.56853333333333,2,0.3742087187218079,0.3742087187218079
AF1956W,2,7,2,2024-05-04 20:59:33.150,2024-05-04 21:53:54.221,108.65126666666666,54.32563333333333,1,12.669275598975196,12.669275598975196
AF195BG,1,3,2,2024-05-03 09:01:30.793,2024-05-03 10:02:04.125,60.55553333333333,60.55553333333333,5,2.485823055874814,0.3957735779360627
AF1976X,2,7,4,2024-05-01 17:48:01.577,2024-05-01 18:31:15.300,86.06013333333334,43.03006666666667,2,6.3945544522067035,6.3945544522067035
AF197CH,1,3,3,2024-05-01 15:28:29.094,2024-05-01 16:37:27.207,68.96855000000001,68.96855000000001,14,2.7278991038789124,1.776370600572621
AF197ET,2,7,2,2024-05-01 18:40:30.555,2024-05-01 20:09:15.716,177.40113333333335,88.70056666666667,3,3.3401504663578017,0.2700875353702134
AF19A81,3,9,6,2024-05-01 01:31:25.212,2024-05-04 23:22:09.537,116.58561666666667,38.861872222222225,29,3.2697474711333157,0.9147247821811612
AF19ACQ,11,34,33,2024-05-03 14:02:56.512,2024-05-05 20:13:08.000,752.9178666666667,68.4470787878788,36,3.074824829802049,1.4030758412906712
AF19AXD,1,3,1,2024-05-05 12:03:38.146,2024-05-05 13:17:38.695,74.00915,74.00915,1,6.026072808350797,6.026072808350797
AF19CDQ,10,37,39,2024-05-03 19:34:41.000,2024-05-04 01:03:48.709,732.1544333333334,73.21544333333334,15,5.094246169733405,4.837942369355398
AF19CS8,2,7,4,2024-05-05 14:51:05.236,2024-05-05 15:40:03.139,94.41653333333333,47.20826666666667,2,10.111764899621395,10.111764899621395
AF19D63,1,3,2,2024-05-05 12:34:00.633,2024-05-05 13:25:55.834,51.92001666666667,51.92001666666667,5,8.067162780248104,9.582827572989205
AF19DEW,1,3,2,2024-05-01 14:29:03.970,2024-05-01 15:05:17.529,36.22598333333334,36.22598333333334,3,5.263551730956832,3.822427028806235
AF19IBF,1,3,1,2024-05-04 19:49:01.923,2024-05-04 20:43:50.717,54.81323333333333,54.81323333333333,2,0.15798914260445568,0.15798914260445568
AF1A4B5,2,6,2,2024-05-02 08:57:25.096,2024-05-04 10:00:06.034,149.64280000000002,74.82140000000001,13,4.516438811291788,0.3456643986601279
AF1A774,25,91,108,2024-05-01 21:41:23.393,2024-05-05 18:45:55.845,1451.2464333333332,58.04985733333333,53,5.5098374701379536,3.7548343492246254
AF1A9AR,1,3,1,2024-05-05 10:09:28.892,2024-05-05 10:47:17.675,37.81305,37.81305,10,1.2035921192963086,0.29679761021113793
AF1A9B1,1,3,2,2024-05-03 12:56:50.023,2024-05-03 13:49:58.283,53.13766666666667,53.13766666666667,16,4.089309879324997,0.16524580015498794
AF1AAA5,2,7,4,2024-05-05 22:37:15.307,2024-05-06 00:05:13.993,175.8362833333333,87.91814166666666,11,1.9137682506921256,0.0456876099516752
AF1AAYF,2,6,2,2024-05-01 06:24:46.366,2024-05-03 06:49:58.824,162.98808333333335,81.49404166666667,8,1.562646445617695,0.0916884940270337
AF1AB87,3,10,11,2024-05-03 08:15:03.501,2024-05-04 13:48:56.242,127.72615,42.575383333333335,20,3.098652576272632,0.3982615896329552
AF1ABB0,1,3,1,2024-05-04 23:16:29.500,2024-05-05 00:35:39.149,79.16081666666668,79.16081666666668,9,2.618454458084965,0.4610818722588042
AF1ABCN,1,3,2,2024-05-01 11:48:18.239,2024-05-01 12:53:58.824,65.67641666666667,65.67641666666667,2,10.528051129157875,10.528051129157875
AF1AC8Y,1,3,2,2024-05-02 14:24:32.688,2024-05-02 15:51:46.164,87.2246,87.2246,8,1.4412155954647095,0.43910396432375487
AF1B5AP,2,7,2,2024-05-01 14:04:22.421,2024-05-01 15:21:11.459,151.9325,75.96625,9,2.5206564496930195,0.1152443201996851
AF1B6W6,1,3,1,2024-05-05 12:17:01.942,2024-05-05 12:53:41.531,36.659816666666664,36.659816666666664,4,3.2916584470462853,0.052140645498661806
AF1B7CK,1,3,1,2024-05-03 20:08:46.355,2024-05-03 21:35:07.037,86.3447,86.3447,9,0.7878385513385003,0.1990674794518124
AF1B9W6,1,3,3,2024-05-04 20:51:04.981,2024-05-04 21:46:33.647,55.47776666666667,55.47776666666667,8,3.0879056699211267,1.402965704555132
AF1BABZ,1,3,2,2024-05-02 11:52:12.418,2024-05-02 12:36:33.793,44.35625,44.35625,13,0.7694454988056646,0.378389423258841
AF1BAX9,1,3,1,2024-05-04 18:11:52.813,2024-05-04 18:46:23.848,34.51725,34.51725,6,0.6724755717402496,0.0568397090564005
AF1BB1C,1,3,2,2024-05-02 08:11:00.172,2024-05-02 08:50:04.907,39.07891666666667,39.07891666666667,11,3.1944014855387532,0.2976388311524675
AF1BBAE,1,3,1,2024-05-01 08:53:43.780,2024-05-01 09:48:03.445,54.32775,54.32775,8,2.528835678732994,0.0669795211622338
AF1BC8R,1,3,3,2024-05-03 17:21:53.127,2024-05-03 18:41:31.739,79.64353333333334,79.64353333333334,7,3.2904141296826146,1.1796626164916837
AF1BDEF,2,7,2,2024-05-04 09:20:54.523,2024-05-04 10:33:58.467,146.01238333333333,73.00619166666667,2,0.04236271091803335,0.04236271091803335
AF1BDWF,2,7,4,2024-05-03 12:21:10.889,2024-05-03 13:45:09.056,167.8317166666667,83.91585833333335,7,5.3259880478856,2.877072291236438
AF1BJAE,2,6,5,2024-05-01 22:30:49.584,2024-05-03 23:49:01.817,131.1682,65.5841,14,3.13283262262597,0.9999058205832994
AF1C5Z9,3,12,9,2024-05-01 18:36:46.665,2024-05-01 19:51:58.564,225.49263333333334,75.16421111111111,8,2.9045952604589775,0.3926742496759609
AF1C65H,2,7,2,2024-05-02 11:02:19.533,2024-05-02 11:57:17.286,109.84563333333334,54.92281666666667,1,13.481429331096416,13.481429331096416
AF1CA1D,1,3,2,2024-05-01 23:17:44.747,2024-05-02 00:25:24.943,67.66993333333333,67.66993333333333,5,0.05730509319961884,0.0604544806644404
AF1CA6B,1,3,2,2024-05-01 19:34:14.984,2024-05-01 21:01:02.128,86.78573333333334,86.78573333333334,6,3.6872889674633136,3.515534365468894
AF1CACL,1,3,1,2024-05-05 15:04:13.615,2024-05-05 15:34:46.529,30.548566666666666,30.548566666666666,5,6.70679928714865,7.796899432992148
AF1CC6D,1,3,3,2024-05-04 19:26:08.297,2024-05-04 20:03:32.351,37.4009,37.4009,6,2.7926593536729194,0.12333626135901064
AF1CD5M,1,3,2,2024-05-02 20:53:08.301,2024-05-02 21:32:45.443,39.61903333333333,39.61903333333333,10,1.0031640208998553,0.07550084418242475
AF1CKEC,6,25,14,2024-05-04 14:26:10.037,2024-05-05 16:04:08.797,330.4571833333333,55.07619722222222,14,6.1680179170628495,4.354005906819227
AF20474,2,7,4,2024-05-05 08:11:45.451,2024-05-05 09:16:06.515,127.86963333333333,63.93481666666666,2,6.996032100481785,6.996032100481785
AF205DV,1,3,1,2024-05-03 19:20:36.277,2024-05-03 19:52:29.200,31.88205,31.88205,1,0.2914213802590833,0.2914213802590833
AF20963,1,3,2,2024-05-01 17:38:08.686,2024-05-01 18:17:08.540,38.997566666666664,38.997566666666664,2,11.384134240366432,11.384134240366432
AF20A76,1,3,2,2024-05-03 14:23:34.092,2024-05-03 15:18:52.475,55.30638333333333,55.30638333333333,2,8.833117321184144,8.833117321184144
AF20B7D,1,3,3,2024-05-04 09:36:08.000,2024-05-04 10:17:01.000,40.88333333333333,40.88333333333333,18,4.574661806861892,0.4667315446906406
AF20CCG,11,45,28,2024-05-01 15:57:05.000,2024-05-01 22:13:25.094,747.2534,67.93212727272727,12,2.7981286274664896,2.332587233700286
AF20DD8,1,3,4,2024-05-01 19:15:12.065,2024-05-01 20:23:59.154,68.78481666666667,68.78481666666667,7,3.8755419844567025,0.954995315217426
AF214D4,1,3,3,2024-05-03 08:24:03.951,2024-05-03 09:05:01.064,40.95188333333333,40.95188333333333,3,4.732642695100445,3.7383953976198887
AF214EC,4,14,6,2024-05-03 07:57:24.512,2024-05-04 09:39:27.210,255.54255,63.8856375,3,6.32947922905428,7.037710398217113
AF2155T,1,3,1,2024-05-04 23:47:35.201,2024-05-05 00:17:41.580,30.106316666666665,30.106316666666665,5,4.197271791258008,0.0511526729104566
AF215EQ,1,3,1,2024-05-02 10:17:47.041,2024-05-02 11:04:08.418,46.35628333333333,46.35628333333333,2,4.80929451010012,4.80929451010012
AF2165E,1,3,5,2024-05-01 01:44:55.068,2024-05-01 02:36:59.706,52.0773,52.0773,7,8.125056731631338,11.172768239544151
AF21679,1,3,2,2024-05-01 12:44:47.373,2024-05-01 13:42:07.092,57.32865,57.32865,2,9.682272722178126,9.682272722178126
AF217D8,4,13,7,2024-05-03 21:50:41.902,2024-05-05 12:16:43.380,195.72378333333333,48.93094583333333,30,3.297159548810827,0.7228012868312883
AF219A5,3,10,4,2024-05-01 20:27:27.721,2024-05-02 09:36:55.647,186.02518333333333,62.00839444444444,3,2.9969311304852795,0.6703561080614047
AF21AD3,1,3,1,2024-05-05 14:09:22.000,2024-05-05 15:04:07.000,54.75,54.75,1,1.3996889580093312,1.3996889580093312
AF21AEB,4,18,4,2024-05-03 18:48:58.795,2024-05-03 19:42:08.931,178.32375,44.5809375,3,5.181971319179809,3.605697001261994
AF21B6Z,5,16,16,2024-05-01 07:34:47.325,2024-05-04 21:11:52.000,291.25828333333334,58.25165666666667,22,2.7083757649734093,0.6714231552912938
AF21BB8,5,17,12,2024-05-03 08:11:47.000,2024-05-04 14:42:43.024,304.23561666666666,60.84712333333333,10,2.3733447503061122,0.191714438114627
AF21BE6,1,3,2,2024-05-01 08:48:03.581,2024-05-01 10:17:18.760,89.25298333333333,89.25298333333333,2,7.13514732680533,7.13514732680533
AF22466K,3,10,3,2024-05-04 11:44:56.519,2024-05-04 13:19:40.873,210.79568333333333,70.26522777777778,3,3.183090884649676,0.2832869214926954
AF22564,1,3,2,2024-05-05 12:13:09.095,2024-05-05 13:32:42.294,79.55331666666666,79.55331666666666,13,3.3235180255718935,0.2256408482140338
AF2256B,2,7,4,2024-05-01 10:55:46.857,2024-05-01 11:30:19.292,67.57651666666666,33.78825833333333,2,3.4002695483741903,3.4002695483741903
AF2257R,1,3,1,2024-05-05 11:30:11.787,2024-05-05 12:44:19.005,74.1203,74.1203,3,0.2183456382682056,0.0949873286903527
AF227AT,1,3,1,2024-05-04 06:20:18.000,2024-05-04 07:03:19.000,43.016666666666666,43.016666666666666,8,3.195115694302249,0.28764499344273387
AF229BB,1,3,1,2024-05-01 08:12:15.818,2024-05-01 09:38:06.308,85.8415,85.8415,7,0.992585701179913,0.2223166656353643
AF22B6E,1,3,1,2024-05-03 17:06:10.134,2024-05-03 17:59:41.199,53.51775,53.51775,1,0.1209334530753679,0.1209334530753679
AF22D62,4,14,6,2024-05-05 12:55:03.615,2024-05-05 15:46:49.333,216.81158333333332,54.20289583333333,2,0.586749796607311,0.586749796607311
AF2346DM,3,10,7,2024-05-01 13:13:14.513,2024-05-04 13:58:43.270,186.6168,62.205600000000004,13,2.9893804166991957,1.4827237965637052
AF234ABK,4,12,21,2024-05-01 15:33:51.281,2024-05-01 20:59:10.447,303.5117833333333,75.87794583333333,26,4.7901493833535715,3.941349403995111
AF235J8,1,3,1,2024-05-05 15:23:56.997,2024-05-05 16:49:29.478,85.54135,85.54135,2,0.1622988435965756,0.1622988435965756
AF2365CK,5,15,12,2024-05-02 13:43:25.456,2024-05-03 14:27:03.000,323.4578333333333,64.69156666666666,10,3.0458677277548167,2.3642484496129184
AF236D9K,2,7,6,2024-05-03 11:06:21.162,2024-05-03 11:41:38.818,68.07133333333334,34.03566666666667,5,5.092871169527552,3.136008697197454
AF236IF,2,7,4,2024-05-03 18:09:06.000,2024-05-03 18:40:06.000,61.766666666666666,30.883333333333333,7,3.7679964867376805,0.3852757043642533
AF2396EK,1,3,3,2024-05-02 05:20:47.576,2024-05-02 06:40:35.385,79.79681666666667,79.79681666666667,6,5.400723989091144,2.623505835950004
AF23979K,1,3,9,2024-05-01 19:23:56.773,2024-05-01 20:49:17.447,85.34456666666667,85.34456666666667,11,8.400746145570984,8.471824124931167
AF239KB,1,3,2,2024-05-02 00:08:54.037,2024-05-02 00:58:59.590,50.092549999999996,50.092549999999996,3,3.83620710572419,1.1388743366056988
AF239XC,1,3,2,2024-05-04 08:07:46.000,2024-05-04 08:51:47.000,44.016666666666666,44.016666666666666,5,1.2376382440558984,0.0667747700731358
AF23A5CK,2,7,10,2024-05-02 19:15:15.247,2024-05-02 20:39:02.314,162.74613333333335,81.37306666666667,13,6.718388590272809,6.654589818477578
AF23AJ9,7,25,19,2024-05-01 14:46:23.031,2024-05-01 21:57:26.165,375.9067166666667,53.70095952380952,18,4.4267630236978475,2.3760157826753776
AF23B5DK,3,10,13,2024-05-04 08:15:10.282,2024-05-04 10:09:02.856,223.11065,74.37021666666666,9,5.842054281694334,2.341122334046942
AF23C5BK,3,9,9,2024-05-05 12:58:03.942,2024-05-05 14:50:25.000,158.16801666666666,52.72267222222222,17,4.724591452298773,3.360980510047465
AF23CDFM,2,6,4,2024-05-05 17:38:49.069,2024-05-05 20:49:12.282,102.47288333333333,51.236441666666664,11,6.487795012587667,6.081081081081081
AF23D58K,30,119,166,2024-05-02 07:13:03.351,2024-05-05 19:51:46.000,1868.2465,62.274883333333335,64,4.774387724631253,2.8053376157788676
AF23DB7K,1,3,1,2024-05-05 12:48:13.032,2024-05-05 13:33:26.872,45.23066666666667,45.23066666666667,3,2.0178371157707957,0.5415162454873647
AF23FD8,1,3,2,2024-05-02 09:42:34.191,2024-05-02 11:05:19.471,82.75466666666667,82.75466666666667,3,3.633375609487318,2.288341156069952
AF23L87,2,6,3,2024-05-01 10:42:09.439,2024-05-01 16:40:38.827,70.79791666666667,35.39895833333333,10,4.208340243560705,2.5800588631167862
AF23T7D,1,3,3,2024-05-02 19:21:27.816,2024-05-02 19:57:08.249,35.673883333333336,35.673883333333336,18,5.081208334817815,4.5443173527936125
AF23WAB,1,3,5,2024-05-01 20:51:55.000,2024-05-01 21:58:54.000,66.98333333333333,66.98333333333333,27,2.2510217188435173,0.4025072624608981
AF23XB6,3,9,12,2024-05-02 07:43:47.090,2024-05-02 08:56:22.398,153.13623333333334,51.045411111111115,13,7.06055582447534,8.398812967767222
AF23YAC,1,3,1,2024-05-01 21:25:29.103,2024-05-01 22:33:21.814,67.87851666666667,67.87851666666667,1,0.8127533645731645,0.8127533645731645
AF240BB,3,10,3,2024-05-01 08:54:47.286,2024-05-04 20:24:46.231,177.02785,59.009283333333336,2,0.014583487145194151,0.014583487145194151
AF24388,1,3,1,2024-05-02 19:18:25.753,2024-05-02 19:48:31.224,30.091183333333333,30.091183333333333,1,4.615384615384615,4.615384615384615
AF24450,2,7,2,2024-05-05 14:32:01.004,2024-05-05 15:30:02.118,115.28335,57.641675,2,0.6479104602198328,0.6479104602198328
AF24458K,1,3,2,2024-05-02 17:37:19.718,2024-05-02 18:58:09.585,80.83111666666667,80.83111666666667,2,2.7053929346650647,2.7053929346650647
AF24476K,3,10,12,2024-05-02 16:59:00.788,2024-05-04 17:40:31.817,149.43338333333332,49.81112777777778,20,5.396428766383478,5.764684629601891
AF24477,4,14,4,2024-05-03 12:21:45.135,2024-05-03 14:26:06.385,309.1805,77.295125,7,3.759238984365051,0.1959352790940214
AF244B6M,1,3,4,2024-05-02 19:39:52.538,2024-05-02 20:37:18.156,57.426966666666665,57.426966666666665,6,4.936715993365431,3.2586134212130684
AF244C6K,3,10,16,2024-05-02 19:29:40.903,2024-05-02 21:23:23.357,225.59120000000001,75.19706666666667,7,7.291868035221305,6.4786187584806925
AF244Z6,1,3,3,2024-05-02 16:49:33.247,2024-05-02 17:28:11.394,38.63578333333333,38.63578333333333,18,2.0146868835337255,0.303758975309837
AF24559K,3,10,6,2024-05-02 22:51:10.856,2024-05-04 00:03:50.000,130.64641666666665,43.54880555555555,18,4.6354522952443125,5.310158791699967
AF245A6,1,3,1,2024-05-04 08:36:09.984,2024-05-04 09:16:19.469,40.15808333333334,40.15808333333334,1,5.2168166984506055,5.2168166984506055
AF245CDK,1,3,1,2024-05-03 22:55:34.508,2024-05-03 23:46:06.771,50.53771666666667,50.53771666666667,1,1.6503299284581976,1.6503299284581976
AF24666K,1,3,1,2024-05-03 20:37:23.836,2024-05-03 21:39:12.399,61.80938333333334,61.80938333333334,1,0.3484646357760511,0.3484646357760511
AF24689M,3,10,8,2024-05-01 05:57:08.996,2024-05-05 18:27:11.040,122.42076666666668,40.80692222222223,15,2.4337986808297183,0.817809343199143
AF2468FK,5,16,27,2024-05-01 14:17:50.957,2024-05-03 18:37:22.492,253.75158333333331,50.75031666666666,31,5.383647061412337,4.864299554376113
AF246ABM,1,3,1,2024-05-05 07:48:40.017,2024-05-05 08:56:53.350,68.22221666666667,68.22221666666667,3,0.078661342479846,0.0277442876823686
