车牌号,交叉口,start,end,repeat_count,low_speed_count
AF56CDB,环西路-纬中路,2024-05-03 15:49:38.402,2024-05-03 16:34:03.670,3,3
AF56CEEK,环西路-纬中路,2024-05-03 12:29:51.471,2024-05-03 13:57:35.694,3,5
AF56CEEK,环西路-纬中路,2024-05-03 13:27:26.563,2024-05-03 14:07:59.736,3,3
AF56D7CK,环西路-纬中路,2024-05-02 10:29:49.860,2024-05-02 11:34:36.618,4,2
AF56D7CK,环西路-纬中路,2024-05-02 10:30:20.687,2024-05-02 11:34:36.618,3,2
AF56ODD,环西路-纬中路,2024-05-03 00:28:50.554,2024-05-03 01:23:52.242,3,3
AF56ODD,环西路-纬中路,2024-05-04 13:03:26.781,2024-05-04 14:07:07.183,5,1
AF56ODD,环西路-纬中路,2024-05-04 13:03:32.148,2024-05-04 14:07:07.183,4,1
AF56Q76,环西路-纬中路,2024-05-02 11:21:32.182,2024-05-02 12:13:40.492,3,2
AF56QCC,经一路-纬中路,2024-05-05 15:54:47.150,2024-05-05 16:44:00.724,3,1
AF56TE6,环西路-纬中路,2024-05-02 11:24:00.880,2024-05-02 12:39:49.822,3,2
AF57578K,环西路-纬中路,2024-05-01 09:10:01.835,2024-05-01 09:59:06.181,4,4
AF57578K,环西路-纬中路,2024-05-01 09:10:06.664,2024-05-01 09:59:06.181,3,4
AF5789AK,经中路-环北路,2024-05-03 12:06:08.307,2024-05-03 12:47:12.956,3,1
AF578EFK,环西路-纬中路,2024-05-01 14:18:15.603,2024-05-01 14:56:40.191,4,2
AF578EFK,环西路-纬中路,2024-05-01 14:21:35.259,2024-05-01 14:56:40.191,3,2
AF578EFK,环西路-纬中路,2024-05-02 19:18:12.283,2024-05-02 20:30:59.553,4,6
AF578EFK,环西路-纬中路,2024-05-02 19:18:16.820,2024-05-02 20:30:59.553,3,6
AF578EFK,环西路-纬中路,2024-05-02 21:10:58.198,2024-05-02 21:46:34.320,4,2
AF578EFK,环西路-纬中路,2024-05-02 21:11:04.621,2024-05-02 21:46:34.320,3,2
AF578EFK,环西路-纬中路,2024-05-03 13:06:09.677,2024-05-03 14:09:11.706,6,4
AF578EFK,环西路-纬中路,2024-05-03 13:07:30.654,2024-05-03 14:09:11.706,5,4
AF578EFK,环西路-纬中路,2024-05-03 13:27:02.331,2024-05-03 14:09:11.706,4,2
AF578EFK,环西路-纬中路,2024-05-03 13:27:06.202,2024-05-03 14:09:11.706,3,2
AF578EFK,环西路-纬中路,2024-05-03 13:38:30.330,2024-05-03 15:08:30.026,3,3
AF578EFK,环西路-纬中路,2024-05-03 13:39:11.706,2024-05-03 15:08:33.638,3,3
AF578EFK,环西路-纬中路,2024-05-03 14:38:30.026,2024-05-03 15:29:22.335,5,1
AF578EFK,环西路-纬中路,2024-05-03 14:38:33.638,2024-05-03 15:29:22.335,4,1
AF57A8CK,纬中路-景区出入口,2024-05-01 20:49:15.134,2024-05-01 22:15:01.071,3,5
AF57A8CK,纬中路-景区出入口,2024-05-02 19:22:24.525,2024-05-02 20:44:24.387,3,4
AF57A8CK,经一路-纬中路,2024-05-02 22:21:27.124,2024-05-02 23:27:49.242,3,5
AF57A8CK,环西路-纬中路,2024-05-04 18:31:08.714,2024-05-04 19:47:26.515,3,4
AF57HCD,环西路-纬中路,2024-05-04 19:42:13.602,2024-05-04 20:46:05.981,4,1
AF57HCD,环西路-纬中路,2024-05-04 19:42:19.716,2024-05-04 20:46:05.981,3,1
AF57HCD,环西路-纬中路,2024-05-05 20:11:12.909,2024-05-05 20:47:51.698,3,2
AF57HD7,经中路-纬中路,2024-05-03 18:36:08.000,2024-05-03 19:19:30.000,3,2
AF57YA9,环西路-纬中路,2024-05-05 11:17:48.906,2024-05-05 11:53:55.045,3,1
AF584ED,经中路-环北路,2024-05-02 16:45:54.418,2024-05-02 17:23:00.471,3,3
AF584HE,经中路-纬中路,2024-05-03 07:35:39.000,2024-05-03 08:29:48.000,3,2
AF58556K,经三路-纬中路,2024-05-01 18:03:53.097,2024-05-01 19:05:16.199,3,7
AF58556K,经中路-环北路,2024-05-05 07:44:17.689,2024-05-05 08:33:25.145,4,4
AF58556K,经中路-环北路,2024-05-05 07:50:34.561,2024-05-05 08:33:25.145,3,3
AF58556K,环西路-纬中路,2024-05-01 15:15:57.585,2024-05-01 16:22:12.222,3,3
AF58556K,环西路-纬中路,2024-05-02 19:33:49.666,2024-05-02 20:09:01.952,3,1
AF58556K,环西路-纬中路,2024-05-02 21:56:24.471,2024-05-02 22:50:50.721,4,1
AF58556K,环西路-纬中路,2024-05-02 21:56:27.429,2024-05-02 22:50:50.721,3,1
AF58556K,环西路-纬中路,2024-05-04 07:02:49.709,2024-05-04 08:14:50.952,7,5
AF58556K,环西路-纬中路,2024-05-04 07:02:54.729,2024-05-04 08:14:50.952,6,5
AF58556K,环西路-纬中路,2024-05-04 07:15:11.915,2024-05-04 08:14:50.952,5,4
AF58556K,环西路-纬中路,2024-05-04 07:17:07.393,2024-05-04 08:14:50.952,4,4
AF58556K,环西路-纬中路,2024-05-04 07:17:11.706,2024-05-04 08:14:50.952,3,4
AF58556K,环西路-纬中路,2024-05-04 13:50:18.079,2024-05-04 14:30:54.153,3,2
AF58556K,环西路-纬中路,2024-05-04 14:00:54.153,2024-05-04 15:27:53.003,4,2
AF58556K,环西路-纬中路,2024-05-04 14:53:31.357,2024-05-04 15:27:53.003,3,1
AF58556K,环西路-纬中路,2024-05-05 17:05:30.542,2024-05-05 18:18:57.850,5,4
AF58556K,环西路-纬中路,2024-05-05 17:05:34.202,2024-05-05 18:18:57.850,4,4
AF58556K,环西路-纬中路,2024-05-05 17:23:18.064,2024-05-05 18:18:57.850,3,3
AF58556K,经一路-纬中路,2024-05-05 19:18:09.475,2024-05-05 20:13:13.649,3,3
AF58556K,纬中路-景区出入口,2024-05-01 18:08:05.676,2024-05-01 18:57:58.962,3,7
AF58556K,纬中路-景区出入口,2024-05-04 19:08:12.103,2024-05-04 20:30:33.997,5,4
AF58556K,纬中路-景区出入口,2024-05-04 19:14:09.854,2024-05-04 20:30:33.997,4,4
AF58556K,纬中路-景区出入口,2024-05-04 19:47:58.892,2024-05-04 20:30:33.997,3,2
AF58556K,经中路-纬中路,2024-05-04 20:03:25.000,2024-05-04 21:19:49.000,3,3
AF585DFK,经三路-纬中路,2024-05-02 07:05:57.842,2024-05-02 08:31:38.440,3,1
AF585UE,环西路-纬中路,2024-05-02 12:37:49.572,2024-05-02 13:34:24.163,3,2
AF58618,环西路-纬中路,2024-05-01 19:51:49.641,2024-05-01 20:39:57.992,4,3
AF58618,环西路-纬中路,2024-05-01 20:09:51.941,2024-05-01 20:39:57.992,3,1
AF58618,环西路-纬中路,2024-05-01 22:38:29.978,2024-05-01 23:25:26.630,3,4
AF5868CK,环西路-纬中路,2024-05-02 11:03:01.585,2024-05-02 11:42:02.996,4,1
AF5868CK,环西路-纬中路,2024-05-02 11:03:06.196,2024-05-02 11:42:02.996,3,1
AF586BEK,环西路-纬中路,2024-05-01 08:46:04.863,2024-05-01 09:23:30.976,4,1
AF586BEK,环西路-纬中路,2024-05-01 08:49:04.220,2024-05-01 09:23:30.976,3,1
AF586BEK,环西路-纬中路,2024-05-01 12:26:53.875,2024-05-01 13:03:57.882,3,1
AF586BEK,环西路-纬中路,2024-05-01 18:13:28.888,2024-05-01 18:55:31.518,3,2
AF586BEK,环西路-纬中路,2024-05-01 18:24:00.236,2024-05-01 19:51:34.578,5,5
AF586BEK,环西路-纬中路,2024-05-01 18:25:31.518,2024-05-01 19:51:34.578,4,5
AF586BEK,环西路-纬中路,2024-05-01 19:21:30.401,2024-05-01 19:51:34.578,3,4
AF586BEK,环西路-纬中路,2024-05-04 20:29:11.738,2024-05-04 21:22:51.048,6,6
AF586BEK,环西路-纬中路,2024-05-04 20:30:09.727,2024-05-04 21:22:51.048,5,6
AF586BEK,环西路-纬中路,2024-05-04 20:36:55.931,2024-05-04 21:22:51.048,4,4
AF586BEK,环西路-纬中路,2024-05-04 20:37:00.360,2024-05-04 21:22:51.048,3,4
AF586BEK,环西路-纬中路,2024-05-05 16:42:35.269,2024-05-05 18:07:06.649,4,5
AF586BEK,环西路-纬中路,2024-05-05 17:33:43.841,2024-05-05 18:37:13.449,6,4
AF586BEK,环西路-纬中路,2024-05-05 17:34:12.325,2024-05-05 18:37:13.449,5,4
AF586BEK,环西路-纬中路,2024-05-05 17:37:06.649,2024-05-05 18:37:13.449,4,4
AF586BEK,环西路-纬中路,2024-05-05 17:44:24.263,2024-05-05 18:37:13.449,3,2
AF586BEK,经一路-纬中路,2024-05-01 18:14:30.021,2024-05-01 18:56:26.033,3,2
AF586BEK,经一路-纬中路,2024-05-04 20:27:51.871,2024-05-04 21:22:12.158,3,6
AF586BEK,经中路-纬中路,2024-05-03 16:56:45.000,2024-05-03 17:40:11.000,3,5
AF586BEK,纬中路-景区出入口,2024-05-02 20:42:27.091,2024-05-02 21:35:29.089,3,6
AF586BEK,纬中路-景区出入口,2024-05-03 16:13:30.615,2024-05-03 17:35:43.198,4,6
AF586BEK,纬中路-景区出入口,2024-05-03 16:49:54.827,2024-05-03 17:35:43.198,3,5
AF586BEK,经三路-纬中路,2024-05-05 20:12:28.915,2024-05-05 21:16:00.781,3,3
AF586BEK,经中路-环北路,2024-05-03 21:43:45.425,2024-05-03 22:52:59.263,3,1
AF5876CK,环西路-纬中路,2024-05-02 19:58:01.237,2024-05-02 21:08:56.056,4,1
AF5876CK,环西路-纬中路,2024-05-02 19:58:15.135,2024-05-02 21:08:56.056,3,1
AF5876CK,环西路-纬中路,2024-05-02 20:38:48.531,2024-05-02 21:34:53.164,4,1
AF5876CK,环西路-纬中路,2024-05-02 20:38:56.056,2024-05-02 21:34:53.164,3,1
AF58779M,环西路-纬中路,2024-05-04 13:38:53.894,2024-05-04 15:05:26.501,3,4
AF587C9K,环西路-纬中路,2024-05-05 11:51:20.966,2024-05-05 12:43:58.326,3,4
AF587D6K,经中路-环北路,2024-05-02 06:32:16.254,2024-05-02 07:36:49.249,3,4
AF5891B,环西路-纬中路,2024-05-02 18:10:26.682,2024-05-02 19:08:07.635,4,1
AF5891B,环西路-纬中路,2024-05-02 18:10:32.092,2024-05-02 19:08:07.635,3,1
AF5891B,环西路-纬中路,2024-05-04 18:29:01.293,2024-05-04 19:14:32.088,4,1
AF5891B,环西路-纬中路,2024-05-04 18:29:05.996,2024-05-04 19:14:32.088,3,1
AF5898FK,环西路-纬中路,2024-05-01 12:28:20.672,2024-05-01 13:32:59.488,3,2
AF5898FK,环西路-纬中路,2024-05-02 08:54:52.374,2024-05-02 09:50:18.338,3,2
AF589CCK,环西路-纬中路,2024-05-03 11:31:11.393,2024-05-03 12:58:38.118,3,7
AF589CDK,经一路-纬中路,2024-05-01 16:20:30.509,2024-05-01 17:40:05.035,3,3
AF589CDK,环西路-纬中路,2024-05-01 18:54:34.099,2024-05-01 19:42:35.134,3,4
AF589CDK,环西路-纬中路,2024-05-01 19:12:25.307,2024-05-01 20:36:50.985,4,4
AF589CDK,环西路-纬中路,2024-05-01 19:12:35.134,2024-05-01 20:36:50.985,3,4
AF589CDK,环西路-纬中路,2024-05-01 21:21:14.433,2024-05-01 22:42:16.663,7,4
AF589CDK,环西路-纬中路,2024-05-01 21:56:22.514,2024-05-01 22:42:16.663,6,3
AF589CDK,环西路-纬中路,2024-05-01 22:10:22.000,2024-05-01 22:42:16.663,5,3
AF589CDK,环西路-纬中路,2024-05-01 22:10:22.181,2024-05-01 22:42:16.663,4,3
AF589CDK,环西路-纬中路,2024-05-01 22:10:25.881,2024-05-01 22:42:16.663,3,3
AF589CDK,环西路-纬中路,2024-05-05 11:38:57.519,2024-05-05 12:30:56.424,4,2
AF589CDK,环西路-纬中路,2024-05-05 11:39:05.032,2024-05-05 12:30:56.424,3,2
AF589CDK,经中路-纬中路,2024-05-05 18:04:44.000,2024-05-05 18:49:13.000,5,1
AF589CDK,经中路-纬中路,2024-05-05 18:07:14.000,2024-05-05 19:36:51.000,5,4
AF589CDK,经中路-纬中路,2024-05-05 18:07:39.000,2024-05-05 19:36:51.000,4,4
AF589CDK,经中路-纬中路,2024-05-05 18:16:39.000,2024-05-05 19:36:51.000,3,4
AF58A6X,环西路-纬中路,2024-05-02 22:18:35.535,2024-05-02 22:51:13.731,3,1
AF58AA7K,环西路-纬中路,2024-05-04 12:37:55.749,2024-05-04 13:21:32.156,3,1
AF58AA7K,环西路-纬中路,2024-05-05 11:15:25.781,2024-05-05 11:49:16.466,3,1
AF58AE9K,环西路-纬中路,2024-05-01 19:05:04.097,2024-05-01 19:35:11.676,3,2
AF58AOE,环西路-纬中路,2024-05-02 21:24:32.271,2024-05-02 21:59:57.785,3,2
AF58AU9,环西路-纬中路,2024-05-04 12:40:57.349,2024-05-04 13:27:17.952,4,1
AF58AU9,环西路-纬中路,2024-05-04 12:41:03.352,2024-05-04 13:27:17.952,3,1
AF58CA8,经中路-纬中路,2024-05-04 11:46:07.000,2024-05-04 12:42:24.000,4,4
AF58CA8,经中路-纬中路,2024-05-04 12:05:15.000,2024-05-04 12:42:24.000,3,2
AF58CCCK,纬中路-景区出入口,2024-05-03 18:45:53.344,2024-05-03 19:31:59.471,3,5
AF58CH7,经五路-纬中路,2024-05-03 13:44:46.114,2024-05-03 14:37:36.432,3,2
AF58DBBK,环西路-纬中路,2024-05-05 14:58:45.771,2024-05-05 15:59:44.102,3,5
AF58DQ8,经一路-纬中路,2024-05-02 17:36:05.553,2024-05-02 19:03:47.858,3,2
AF58DQ8,环西路-纬中路,2024-05-03 10:40:11.764,2024-05-03 11:29:23.310,3,2
AF58G5C,环西路-纬中路,2024-05-05 23:10:51.540,2024-05-05 23:50:31.218,3,2
AF58L8F,环西路-纬中路,2024-05-04 14:45:56.327,2024-05-04 15:47:53.940,3,1
AF58QE9,经中路-环北路,2024-05-01 08:43:23.232,2024-05-01 09:23:34.730,3,1
AF58QE9,经中路-环北路,2024-05-03 01:09:54.724,2024-05-03 02:13:12.205,3,4
AF58QE9,经中路-环北路,2024-05-04 17:00:20.302,2024-05-04 17:57:29.258,3,7
AF58QE9,纬中路-景区出入口,2024-05-01 18:27:21.350,2024-05-01 19:25:50.190,3,6
AF58QE9,纬中路-景区出入口,2024-05-04 16:29:35.596,2024-05-04 17:48:39.090,5,9
AF58QE9,纬中路-景区出入口,2024-05-04 16:47:26.486,2024-05-04 17:48:39.090,4,7
AF58QE9,纬中路-景区出入口,2024-05-04 16:52:25.369,2024-05-04 17:48:39.090,3,7
AF58QE9,经中路-纬中路,2024-05-04 16:27:40.000,2024-05-04 17:54:23.000,3,9
AF58QE9,经中路-纬中路,2024-05-04 21:35:10.000,2024-05-04 22:54:17.000,3,5
AF58QE9,经一路-纬中路,2024-05-01 18:17:33.369,2024-05-01 19:15:16.509,3,6
AF58QE9,经一路-纬中路,2024-05-04 21:09:07.504,2024-05-04 22:22:48.700,3,5
AF58QE9,环西路-纬中路,2024-05-01 09:28:58.787,2024-05-01 10:36:58.688,3,3
AF58QE9,环西路-纬中路,2024-05-01 18:16:27.613,2024-05-01 19:13:10.558,3,6
AF58QE9,环西路-纬中路,2024-05-01 21:12:26.518,2024-05-01 22:10:23.318,8,4
AF58QE9,环西路-纬中路,2024-05-01 21:14:44.503,2024-05-01 22:10:23.318,7,4
AF58QE9,环西路-纬中路,2024-05-01 21:14:51.252,2024-05-01 22:10:23.318,6,4
AF58QE9,环西路-纬中路,2024-05-01 21:29:53.668,2024-05-01 22:10:23.318,5,2
AF58QE9,环西路-纬中路,2024-05-01 21:29:58.455,2024-05-01 22:10:23.318,4,2
AF58QE9,环西路-纬中路,2024-05-01 21:34:45.778,2024-05-01 22:10:23.318,3,2
AF58QE9,环西路-纬中路,2024-05-02 17:08:10.845,2024-05-02 18:08:40.179,4,3
AF58QE9,环西路-纬中路,2024-05-02 17:09:05.878,2024-05-02 18:08:40.179,3,3
AF58QE9,环西路-纬中路,2024-05-02 21:10:13.820,2024-05-02 22:25:42.283,6,4
AF58QE9,环西路-纬中路,2024-05-02 21:10:17.744,2024-05-02 22:25:42.283,5,4
AF58QE9,环西路-纬中路,2024-05-02 21:30:39.877,2024-05-02 22:25:42.283,4,3
AF58QE9,环西路-纬中路,2024-05-02 21:38:04.575,2024-05-02 22:25:42.283,3,3
AF58QE9,环西路-纬中路,2024-05-02 21:54:36.360,2024-05-02 23:16:24.396,3,5
AF58QE9,环西路-纬中路,2024-05-02 22:46:24.396,2024-05-02 23:26:10.571,3,3
AF58QE9,经五路-纬中路,2024-05-01 22:51:04.345,2024-05-01 23:37:20.493,3,4
AF58UDD,经中路-纬中路,2024-05-04 08:14:28.000,2024-05-04 09:44:00.000,3,4
AF58UDD,纬中路-景区出入口,2024-05-04 08:15:44.331,2024-05-04 09:41:49.545,3,4
AF58WA7,经中路-纬中路,2024-05-05 14:25:08.000,2024-05-05 15:21:33.000,3,1
AF58XEF,环西路-纬中路,2024-05-02 07:24:09.852,2024-05-02 08:06:28.488,3,3
AF58XEF,环西路-纬中路,2024-05-03 08:34:54.170,2024-05-03 09:14:53.366,3,3
AF58YA7,环西路-纬中路,2024-05-02 15:58:03.101,2024-05-02 17:15:31.049,4,3
AF58YA7,环西路-纬中路,2024-05-02 16:19:44.032,2024-05-02 17:15:31.049,3,3
AF58YA7,环西路-纬中路,2024-05-04 07:01:11.711,2024-05-04 08:16:36.651,3,1
AF58Z69,环西路-纬中路,2024-05-03 17:17:46.032,2024-05-03 18:16:09.278,3,4
AF58Z69,环西路-纬中路,2024-05-03 19:11:32.818,2024-05-03 20:20:37.997,4,3
AF58Z69,环西路-纬中路,2024-05-03 19:11:40.132,2024-05-03 20:20:37.997,3,3
AF58Z69,环西路-纬中路,2024-05-03 20:57:16.968,2024-05-03 21:33:20.950,4,4
AF58Z69,环西路-纬中路,2024-05-03 21:01:18.359,2024-05-03 21:33:20.950,3,3
AF58Z69,经中路-纬中路,2024-05-03 22:19:27.000,2024-05-03 23:00:14.000,3,4
AF594B2,环西路-纬中路,2024-05-02 08:46:25.953,2024-05-02 09:39:29.882,4,4
AF594B2,环西路-纬中路,2024-05-02 08:46:48.905,2024-05-02 09:39:29.882,3,4
AF594D6M,经中路-环北路,2024-05-02 14:21:32.385,2024-05-02 15:11:36.794,3,3
AF594OB,环西路-纬中路,2024-05-02 18:23:39.700,2024-05-02 19:18:03.823,4,3
AF594OB,环西路-纬中路,2024-05-02 18:24:57.129,2024-05-02 19:18:03.823,3,3
AF595BFK,经三路-纬中路,2024-05-02 16:38:21.268,2024-05-02 17:17:26.499,3,5
AF595BFK,经二路-纬中路,2024-05-05 10:59:19.530,2024-05-05 12:02:45.926,3,5
AF595BFK,经一路-纬中路,2024-05-05 11:01:39.587,2024-05-05 12:04:07.231,3,5
AF595BFK,环西路-纬中路,2024-05-01 10:16:48.412,2024-05-01 10:54:01.226,3,1
AF595BFK,环西路-纬中路,2024-05-05 11:02:21.671,2024-05-05 12:04:39.627,4,5
AF595BFK,环西路-纬中路,2024-05-05 11:02:26.801,2024-05-05 12:04:39.627,3,5
AF595BFK,环西路-纬中路,2024-05-05 21:00:34.453,2024-05-05 22:30:32.602,3,1
AF595CEK,经中路-纬一路,2024-05-04 08:08:27.000,2024-05-04 09:33:01.000,3,5
AF595CEK,经中路-纬中路,2024-05-03 08:12:03.000,2024-05-03 09:35:02.000,4,6
AF595CEK,经中路-纬中路,2024-05-03 08:36:55.000,2024-05-03 09:35:02.000,3,5
AF595DC,经中路-纬一路,2024-05-01 08:53:47.000,2024-05-01 09:58:03.000,3,1
AF595E7K,经中路-纬中路,2024-05-04 19:58:38.000,2024-05-04 21:10:53.000,3,9
AF595E7K,经三路-纬中路,2024-05-02 10:37:28.692,2024-05-02 12:06:37.241,4,5
AF595E7K,经三路-纬中路,2024-05-02 10:54:44.227,2024-05-02 12:06:37.241,3,4
AF595E7K,经三路-纬中路,2024-05-02 21:21:12.491,2024-05-02 22:49:51.140,3,5
AF595E7K,经三路-纬中路,2024-05-04 19:41:01.985,2024-05-04 20:44:46.521,3,9
AF595E7K,经三路-纬中路,2024-05-04 19:59:54.910,2024-05-04 21:12:04.684,3,9
AF595E7K,环西路-纬中路,2024-05-02 10:29:26.924,2024-05-02 11:21:50.172,4,3
AF595E7K,环西路-纬中路,2024-05-02 10:29:31.454,2024-05-02 11:21:50.172,3,3
AF595E7K,环西路-纬中路,2024-05-02 10:51:50.172,2024-05-02 12:17:03.665,6,5
AF595E7K,环西路-纬中路,2024-05-02 11:39:24.368,2024-05-02 12:30:53.398,7,1
AF595E7K,环西路-纬中路,2024-05-02 11:39:42.158,2024-05-02 12:30:53.398,6,1
AF595E7K,环西路-纬中路,2024-05-02 11:46:59.534,2024-05-02 12:30:53.398,5,1
AF595E7K,环西路-纬中路,2024-05-02 11:46:59.733,2024-05-02 12:30:53.398,4,1
AF595E7K,环西路-纬中路,2024-05-02 11:47:03.665,2024-05-02 12:30:53.398,3,1
AF595E7K,环西路-纬中路,2024-05-02 21:10:26.611,2024-05-02 22:15:47.484,3,4
AF595E7K,环西路-纬中路,2024-05-03 21:50:26.158,2024-05-03 22:39:05.453,3,4
AF595E7K,环西路-纬中路,2024-05-04 11:21:33.635,2024-05-04 12:19:24.582,4,4
AF595E7K,环西路-纬中路,2024-05-04 11:49:20.005,2024-05-04 12:19:24.582,3,3
AF595E7K,环西路-纬中路,2024-05-04 20:11:40.071,2024-05-04 21:31:49.166,5,7
AF595E7K,环西路-纬中路,2024-05-04 20:11:48.295,2024-05-04 21:31:49.166,4,7
AF595E7K,环西路-纬中路,2024-05-04 20:54:05.277,2024-05-04 21:31:49.166,3,1
AF595E7K,环西路-纬中路,2024-05-05 11:26:11.637,2024-05-05 12:15:22.230,4,2
AF595E7K,环西路-纬中路,2024-05-05 11:26:42.194,2024-05-05 12:15:22.230,3,2
AF595E7K,环西路-纬中路,2024-05-05 11:45:15.463,2024-05-05 13:10:27.845,3,3
AF595E7K,经一路-纬中路,2024-05-02 10:52:51.956,2024-05-02 12:19:28.282,3,4
AF595E7K,经一路-纬中路,2024-05-02 11:38:32.431,2024-05-02 12:29:32.730,3,1
AF595E7K,经一路-纬中路,2024-05-02 22:02:49.152,2024-05-02 22:47:41.619,4,2
AF595E7K,经一路-纬中路,2024-05-02 22:08:06.945,2024-05-02 22:47:41.619,3,2
AF595E7K,经一路-纬中路,2024-05-03 20:07:02.686,2024-05-03 21:36:41.157,3,4
AF595E7K,经中路-环北路,2024-05-04 19:47:01.872,2024-05-04 21:08:10.844,3,10
AF595OE,经三路-纬中路,2024-05-02 20:08:16.445,2024-05-02 20:47:27.890,3,2
AF595SD,环西路-纬中路,2024-05-02 06:53:41.076,2024-05-02 07:45:58.575,3,4
AF5978EK,环西路-纬中路,2024-05-04 11:35:12.301,2024-05-04 12:19:30.885,4,1
AF5978EK,环西路-纬中路,2024-05-04 11:35:15.416,2024-05-04 12:19:30.885,3,1
AF597E6K,经中路-纬中路,2024-05-04 13:54:33.000,2024-05-04 15:12:20.000,3,7
AF597E6K,经中路-环北路,2024-05-01 11:40:43.145,2024-05-01 12:47:58.317,3,3
AF597E6K,经中路-环北路,2024-05-02 15:26:19.485,2024-05-02 16:11:58.385,3,3
AF5998C,环西路-纬中路,2024-05-04 08:37:07.990,2024-05-04 09:19:54.021,4,3
AF5998C,环西路-纬中路,2024-05-04 08:37:15.130,2024-05-04 09:19:54.021,3,3
AF599BDK,经中路-环北路,2024-05-01 16:20:12.493,2024-05-01 17:18:27.894,3,3
AF599DC,环西路-纬中路,2024-05-02 08:27:00.647,2024-05-02 09:54:20.592,4,1
AF599DC,环西路-纬中路,2024-05-02 08:27:05.775,2024-05-02 09:54:20.592,3,1
AF59AC7K,纬中路-景区出入口,2024-05-02 13:43:57.653,2024-05-02 14:35:06.087,3,1
AF59AC7K,经中路-纬中路,2024-05-03 14:38:48.000,2024-05-03 15:59:10.000,3,5
AF59AC7K,经中路-纬一路,2024-05-03 14:41:54.000,2024-05-03 16:07:32.000,3,5
AF59AEDK,环西路-纬中路,2024-05-02 19:35:43.835,2024-05-02 20:16:29.900,3,1
AF59AJ6,环西路-纬中路,2024-05-01 11:26:23.453,2024-05-01 12:00:47.878,3,1
AF59BIF,环西路-纬中路,2024-05-01 14:51:14.082,2024-05-01 15:32:55.749,3,1
AF59BQ8,环西路-纬中路,2024-05-04 14:10:21.230,2024-05-04 15:39:55.144,3,1
AF59BYB,经三路-纬中路,2024-05-02 18:23:16.801,2024-05-02 19:23:06.602,3,5
AF59BYB,经中路-纬一路,2024-05-01 11:25:45.000,2024-05-01 12:14:19.000,4,4
AF59BYB,经中路-纬一路,2024-05-01 11:25:46.000,2024-05-01 12:14:19.000,3,4
AF59BYB,经中路-环北路,2024-05-01 11:35:53.962,2024-05-01 12:53:19.670,3,4
AF59BYB,经中路-环北路,2024-05-01 11:46:56.665,2024-05-01 13:08:58.093,3,3
AF59BYB,经一路-纬中路,2024-05-02 16:48:45.260,2024-05-02 17:46:06.719,3,7
AF59BYB,环西路-纬中路,2024-05-02 16:46:28.903,2024-05-02 17:31:41.608,3,3
AF59BYB,纬中路-景区出入口,2024-05-01 09:13:18.878,2024-05-01 10:33:08.801,4,6
AF59BYB,纬中路-景区出入口,2024-05-01 09:16:55.015,2024-05-01 10:33:08.801,3,6
AF59CB8K,经中路-纬中路,2024-05-04 12:24:51.000,2024-05-04 13:13:22.000,3,4
AF59CB8K,经中路-纬中路,2024-05-05 08:59:28.000,2024-05-05 10:22:09.000,3,4
AF59CB8K,环西路-纬中路,2024-05-05 10:04:01.702,2024-05-05 11:02:35.210,4,2
AF59CB8K,环西路-纬中路,2024-05-05 10:04:05.450,2024-05-05 11:02:35.210,3,2
AF59CDD,环西路-纬中路,2024-05-02 19:39:41.855,2024-05-02 20:39:53.464,4,1
AF59CDD,环西路-纬中路,2024-05-02 19:45:07.578,2024-05-02 20:39:53.464,3,1
AF59CDD,环西路-纬中路,2024-05-03 23:01:24.969,2024-05-04 00:24:53.851,5,2
AF59CDD,环西路-纬中路,2024-05-03 23:06:19.185,2024-05-04 00:24:53.851,4,2
AF59CDD,环西路-纬中路,2024-05-03 23:10:30.891,2024-05-04 00:24:53.851,3,2
AF59CDD,经三路-纬中路,2024-05-02 20:12:22.331,2024-05-02 21:01:40.209,3,5
AF59CDD,经三路-纬中路,2024-05-02 20:30:56.853,2024-05-02 21:43:25.450,3,6
AF59CJB,环西路-纬中路,2024-05-03 12:19:47.236,2024-05-03 13:24:57.637,3,2
AF59D6EK,环西路-纬中路,2024-05-04 10:30:59.160,2024-05-04 11:08:47.737,3,2
AF59D79K,经一路-纬中路,2024-05-02 18:03:36.886,2024-05-02 19:03:56.737,3,6
AF59D79K,环西路-纬中路,2024-05-02 22:32:03.830,2024-05-02 23:15:57.772,3,2
AF59DDFK,环西路-纬中路,2024-05-03 06:52:39.444,2024-05-03 07:30:26.039,3,1
AF59DVF,环西路-纬中路,2024-05-04 11:47:34.728,2024-05-04 12:28:36.644,3,1
AF59N86,环西路-纬中路,2024-05-03 16:12:00.972,2024-05-03 17:20:45.824,5,1
AF59PD7,环西路-纬中路,2024-05-02 16:44:35.673,2024-05-02 17:46:24.984,4,2
AF59PD7,环西路-纬中路,2024-05-02 16:44:44.438,2024-05-02 17:46:24.984,3,2
AF59PD7,环西路-纬中路,2024-05-05 18:28:55.093,2024-05-05 19:16:58.990,4,1
AF59PD7,环西路-纬中路,2024-05-05 18:29:55.283,2024-05-05 19:16:58.990,3,1
AF59RDC,环西路-纬中路,2024-05-01 21:27:21.115,2024-05-01 22:35:28.065,4,5
AF59RDC,环西路-纬中路,2024-05-01 21:38:13.498,2024-05-01 22:35:28.065,3,5
