交叉口,时间段,车辆数,车辆密度,日期
经中路-环南路,2024-05-02 09:00:00,2507,2507.0,2024-05-02
经中路-环南路,2024-05-02 10:00:00,2725,2725.0,2024-05-02
经中路-环南路,2024-05-02 11:00:00,2714,2714.0,2024-05-02
经中路-环南路,2024-05-02 12:00:00,2695,2695.0,2024-05-02
经中路-环南路,2024-05-02 13:00:00,2714,2714.0,2024-05-02
经中路-环南路,2024-05-02 14:00:00,2856,2856.0,2024-05-02
经中路-环南路,2024-05-02 15:00:00,2839,2839.0,2024-05-02
经中路-环南路,2024-05-02 16:00:00,2702,2702.0,2024-05-02
经中路-环南路,2024-05-02 17:00:00,2560,2560.0,2024-05-02
经中路-环南路,2024-05-02 18:00:00,2186,2186.0,2024-05-02
经中路-环南路,2024-05-02 19:00:00,2360,2360.0,2024-05-02
经中路-环南路,2024-05-02 20:00:00,2097,2097.0,2024-05-02
经中路-环南路,2024-05-02 21:00:00,1599,1599.0,2024-05-02
经中路-环南路,2024-05-02 22:00:00,1075,1075.0,2024-05-02
经中路-环南路,2024-05-02 23:00:00,741,741.0,2024-05-02
经中路-纬一路,2024-05-02 00:00:00,433,433.0,2024-05-02
经中路-纬一路,2024-05-02 01:00:00,280,280.0,2024-05-02
经中路-纬一路,2024-05-02 02:00:00,161,161.0,2024-05-02
经中路-纬一路,2024-05-02 03:00:00,133,133.0,2024-05-02
经中路-纬一路,2024-05-02 04:00:00,160,160.0,2024-05-02
经中路-纬一路,2024-05-02 05:00:00,297,297.0,2024-05-02
经中路-纬一路,2024-05-02 06:00:00,610,610.0,2024-05-02
经中路-纬一路,2024-05-02 07:00:00,1052,1052.0,2024-05-02
经中路-纬一路,2024-05-02 08:00:00,1605,1605.0,2024-05-02
经中路-纬一路,2024-05-02 09:00:00,1780,1780.0,2024-05-02
经中路-纬一路,2024-05-02 10:00:00,1916,1916.0,2024-05-02
经中路-纬一路,2024-05-02 11:00:00,1898,1898.0,2024-05-02
经中路-纬一路,2024-05-02 12:00:00,2111,2111.0,2024-05-02
经中路-纬一路,2024-05-02 13:00:00,2065,2065.0,2024-05-02
经中路-纬一路,2024-05-02 14:00:00,2079,2079.0,2024-05-02
经中路-纬一路,2024-05-02 15:00:00,2171,2171.0,2024-05-02
经中路-纬一路,2024-05-02 16:00:00,2210,2210.0,2024-05-02
经中路-纬一路,2024-05-02 17:00:00,2091,2091.0,2024-05-02
经中路-纬一路,2024-05-02 18:00:00,1756,1756.0,2024-05-02
经中路-纬一路,2024-05-02 19:00:00,1793,1793.0,2024-05-02
经中路-纬一路,2024-05-02 20:00:00,1779,1779.0,2024-05-02
经中路-纬一路,2024-05-02 21:00:00,1448,1448.0,2024-05-02
经中路-纬一路,2024-05-02 22:00:00,984,984.0,2024-05-02
经中路-纬一路,2024-05-02 23:00:00,652,652.0,2024-05-02
经中路-纬中路,2024-05-02 00:00:00,614,614.0,2024-05-02
经中路-纬中路,2024-05-02 01:00:00,329,329.0,2024-05-02
经中路-纬中路,2024-05-02 02:00:00,188,188.0,2024-05-02
经中路-纬中路,2024-05-02 03:00:00,129,129.0,2024-05-02
经中路-纬中路,2024-05-02 04:00:00,191,191.0,2024-05-02
经中路-纬中路,2024-05-02 05:00:00,358,358.0,2024-05-02
经中路-纬中路,2024-05-02 06:00:00,790,790.0,2024-05-02
经中路-纬中路,2024-05-02 07:00:00,1387,1387.0,2024-05-02
经中路-纬中路,2024-05-02 08:00:00,2161,2161.0,2024-05-02
经中路-纬中路,2024-05-02 09:00:00,2629,2629.0,2024-05-02
经中路-纬中路,2024-05-02 10:00:00,2423,2423.0,2024-05-02
经中路-纬中路,2024-05-02 11:00:00,2435,2435.0,2024-05-02
经中路-纬中路,2024-05-02 12:00:00,2337,2337.0,2024-05-02
经中路-纬中路,2024-05-02 13:00:00,2064,2064.0,2024-05-02
经中路-纬中路,2024-05-02 14:00:00,2181,2181.0,2024-05-02
经中路-纬中路,2024-05-02 15:00:00,2315,2315.0,2024-05-02
经中路-纬中路,2024-05-02 16:00:00,2193,2193.0,2024-05-02
经中路-纬中路,2024-05-02 17:00:00,2172,2172.0,2024-05-02
经中路-纬中路,2024-05-02 18:00:00,2477,2477.0,2024-05-02
经中路-纬中路,2024-05-02 19:00:00,2643,2643.0,2024-05-02
经中路-纬中路,2024-05-02 20:00:00,2416,2416.0,2024-05-02
经中路-纬中路,2024-05-02 21:00:00,2111,2111.0,2024-05-02
经中路-纬中路,2024-05-02 22:00:00,1420,1420.0,2024-05-02
经中路-纬中路,2024-05-02 23:00:00,949,949.0,2024-05-02
经二路-纬中路,2024-05-02 00:00:00,255,255.0,2024-05-02
经二路-纬中路,2024-05-02 09:00:00,541,541.0,2024-05-02
经二路-纬中路,2024-05-02 10:00:00,911,911.0,2024-05-02
经二路-纬中路,2024-05-02 11:00:00,617,617.0,2024-05-02
经二路-纬中路,2024-05-02 12:00:00,756,756.0,2024-05-02
经二路-纬中路,2024-05-02 13:00:00,957,957.0,2024-05-02
经二路-纬中路,2024-05-02 14:00:00,860,860.0,2024-05-02
经二路-纬中路,2024-05-02 15:00:00,900,900.0,2024-05-02
经二路-纬中路,2024-05-02 16:00:00,433,433.0,2024-05-02
经二路-纬中路,2024-05-02 17:00:00,909,909.0,2024-05-02
经二路-纬中路,2024-05-02 18:00:00,1031,1031.0,2024-05-02
经二路-纬中路,2024-05-02 19:00:00,1122,1122.0,2024-05-02
经二路-纬中路,2024-05-02 20:00:00,974,974.0,2024-05-02
经二路-纬中路,2024-05-02 21:00:00,807,807.0,2024-05-02
经二路-纬中路,2024-05-02 22:00:00,540,540.0,2024-05-02
经二路-纬中路,2024-05-02 23:00:00,393,393.0,2024-05-02
经五路-纬中路,2024-05-02 00:00:00,84,84.0,2024-05-02
经五路-纬中路,2024-05-02 01:00:00,43,43.0,2024-05-02
经五路-纬中路,2024-05-02 02:00:00,29,29.0,2024-05-02
经五路-纬中路,2024-05-02 03:00:00,11,11.0,2024-05-02
经五路-纬中路,2024-05-02 04:00:00,14,14.0,2024-05-02
经五路-纬中路,2024-05-02 05:00:00,46,46.0,2024-05-02
经五路-纬中路,2024-05-02 06:00:00,149,149.0,2024-05-02
经五路-纬中路,2024-05-02 07:00:00,293,293.0,2024-05-02
经五路-纬中路,2024-05-02 08:00:00,502,502.0,2024-05-02
经五路-纬中路,2024-05-02 09:00:00,656,656.0,2024-05-02
经五路-纬中路,2024-05-02 10:00:00,732,732.0,2024-05-02
经五路-纬中路,2024-05-02 11:00:00,746,746.0,2024-05-02
经五路-纬中路,2024-05-02 12:00:00,714,714.0,2024-05-02
经五路-纬中路,2024-05-02 13:00:00,835,835.0,2024-05-02
经五路-纬中路,2024-05-02 14:00:00,815,815.0,2024-05-02
经五路-纬中路,2024-05-02 15:00:00,837,837.0,2024-05-02
经五路-纬中路,2024-05-02 16:00:00,443,443.0,2024-05-02
经五路-纬中路,2024-05-02 17:00:00,441,441.0,2024-05-02
经五路-纬中路,2024-05-02 18:00:00,544,544.0,2024-05-02
经五路-纬中路,2024-05-02 19:00:00,549,549.0,2024-05-02
经五路-纬中路,2024-05-02 20:00:00,429,429.0,2024-05-02
经五路-纬中路,2024-05-02 21:00:00,416,416.0,2024-05-02
经五路-纬中路,2024-05-02 22:00:00,203,203.0,2024-05-02
经五路-纬中路,2024-05-02 23:00:00,89,89.0,2024-05-02
经四路-纬中路,2024-05-02 00:00:00,103,103.0,2024-05-02
经四路-纬中路,2024-05-02 01:00:00,76,76.0,2024-05-02
经四路-纬中路,2024-05-02 02:00:00,49,49.0,2024-05-02
经四路-纬中路,2024-05-02 03:00:00,23,23.0,2024-05-02
经四路-纬中路,2024-05-02 04:00:00,30,30.0,2024-05-02
经四路-纬中路,2024-05-02 05:00:00,86,86.0,2024-05-02
经四路-纬中路,2024-05-02 06:00:00,105,105.0,2024-05-02
经四路-纬中路,2024-05-02 07:00:00,117,117.0,2024-05-02
经四路-纬中路,2024-05-02 08:00:00,99,99.0,2024-05-02
经四路-纬中路,2024-05-02 09:00:00,72,72.0,2024-05-02
经四路-纬中路,2024-05-02 10:00:00,87,87.0,2024-05-02
经四路-纬中路,2024-05-02 11:00:00,101,101.0,2024-05-02
经四路-纬中路,2024-05-02 12:00:00,85,85.0,2024-05-02
经四路-纬中路,2024-05-02 13:00:00,44,44.0,2024-05-02
经四路-纬中路,2024-05-02 14:00:00,42,42.0,2024-05-02
经四路-纬中路,2024-05-02 15:00:00,87,87.0,2024-05-02
经四路-纬中路,2024-05-02 16:00:00,52,52.0,2024-05-02
经四路-纬中路,2024-05-02 17:00:00,45,45.0,2024-05-02
经四路-纬中路,2024-05-02 18:00:00,76,76.0,2024-05-02
经四路-纬中路,2024-05-02 19:00:00,107,107.0,2024-05-02
经四路-纬中路,2024-05-02 20:00:00,102,102.0,2024-05-02
经四路-纬中路,2024-05-02 21:00:00,93,93.0,2024-05-02
经四路-纬中路,2024-05-02 22:00:00,125,125.0,2024-05-02
经四路-纬中路,2024-05-02 23:00:00,97,97.0,2024-05-02
环东路-纬中路,2024-05-03 16:00:00,1431,1431.0,2024-05-03
环东路-纬中路,2024-05-03 17:00:00,30,30.0,2024-05-03
环西路-纬中路,2024-05-03 00:00:00,907,907.0,2024-05-03
环西路-纬中路,2024-05-03 01:00:00,450,450.0,2024-05-03
环西路-纬中路,2024-05-03 02:00:00,209,209.0,2024-05-03
环西路-纬中路,2024-05-03 03:00:00,157,157.0,2024-05-03
环西路-纬中路,2024-05-03 04:00:00,157,157.0,2024-05-03
环西路-纬中路,2024-05-03 05:00:00,391,391.0,2024-05-03
环西路-纬中路,2024-05-03 06:00:00,1151,1151.0,2024-05-03
环西路-纬中路,2024-05-03 07:00:00,2255,2255.0,2024-05-03
环西路-纬中路,2024-05-03 08:00:00,2866,2866.0,2024-05-03
环西路-纬中路,2024-05-03 09:00:00,2777,2777.0,2024-05-03
环西路-纬中路,2024-05-03 10:00:00,3243,3243.0,2024-05-03
环西路-纬中路,2024-05-03 11:00:00,3952,3952.0,2024-05-03
环西路-纬中路,2024-05-03 12:00:00,4039,4039.0,2024-05-03
环西路-纬中路,2024-05-03 13:00:00,4492,4492.0,2024-05-03
环西路-纬中路,2024-05-03 14:00:00,4153,4153.0,2024-05-03
环西路-纬中路,2024-05-03 15:00:00,4231,4231.0,2024-05-03
环西路-纬中路,2024-05-03 16:00:00,4821,4821.0,2024-05-03
环西路-纬中路,2024-05-03 17:00:00,4624,4624.0,2024-05-03
环西路-纬中路,2024-05-03 18:00:00,4025,4025.0,2024-05-03
环西路-纬中路,2024-05-03 19:00:00,3999,3999.0,2024-05-03
环西路-纬中路,2024-05-03 20:00:00,3695,3695.0,2024-05-03
环西路-纬中路,2024-05-03 21:00:00,2930,2930.0,2024-05-03
环西路-纬中路,2024-05-03 22:00:00,1859,1859.0,2024-05-03
环西路-纬中路,2024-05-03 23:00:00,1462,1462.0,2024-05-03
纬中路-景区出入口,2024-05-03 00:00:00,234,234.0,2024-05-03
纬中路-景区出入口,2024-05-03 01:00:00,103,103.0,2024-05-03
纬中路-景区出入口,2024-05-03 02:00:00,62,62.0,2024-05-03
纬中路-景区出入口,2024-05-03 03:00:00,55,55.0,2024-05-03
纬中路-景区出入口,2024-05-03 04:00:00,53,53.0,2024-05-03
纬中路-景区出入口,2024-05-03 05:00:00,123,123.0,2024-05-03
纬中路-景区出入口,2024-05-03 06:00:00,326,326.0,2024-05-03
纬中路-景区出入口,2024-05-03 07:00:00,690,690.0,2024-05-03
纬中路-景区出入口,2024-05-03 08:00:00,1126,1126.0,2024-05-03
纬中路-景区出入口,2024-05-03 09:00:00,1380,1380.0,2024-05-03
纬中路-景区出入口,2024-05-03 10:00:00,1378,1378.0,2024-05-03
纬中路-景区出入口,2024-05-03 11:00:00,1064,1064.0,2024-05-03
纬中路-景区出入口,2024-05-03 12:00:00,1281,1281.0,2024-05-03
纬中路-景区出入口,2024-05-03 13:00:00,1561,1561.0,2024-05-03
纬中路-景区出入口,2024-05-03 14:00:00,1456,1456.0,2024-05-03
纬中路-景区出入口,2024-05-03 15:00:00,1580,1580.0,2024-05-03
纬中路-景区出入口,2024-05-03 16:00:00,1638,1638.0,2024-05-03
纬中路-景区出入口,2024-05-03 17:00:00,1761,1761.0,2024-05-03
纬中路-景区出入口,2024-05-03 18:00:00,1600,1600.0,2024-05-03
纬中路-景区出入口,2024-05-03 19:00:00,1543,1543.0,2024-05-03
纬中路-景区出入口,2024-05-03 20:00:00,1415,1415.0,2024-05-03
纬中路-景区出入口,2024-05-03 21:00:00,1031,1031.0,2024-05-03
纬中路-景区出入口,2024-05-03 22:00:00,709,709.0,2024-05-03
纬中路-景区出入口,2024-05-03 23:00:00,436,436.0,2024-05-03
经一路-纬中路,2024-05-03 00:00:00,408,408.0,2024-05-03
经一路-纬中路,2024-05-03 01:00:00,230,230.0,2024-05-03
经一路-纬中路,2024-05-03 02:00:00,123,123.0,2024-05-03
经一路-纬中路,2024-05-03 03:00:00,89,89.0,2024-05-03
经一路-纬中路,2024-05-03 04:00:00,33,33.0,2024-05-03
经一路-纬中路,2024-05-03 12:00:00,1725,1725.0,2024-05-03
经一路-纬中路,2024-05-03 13:00:00,1815,1815.0,2024-05-03
经一路-纬中路,2024-05-03 14:00:00,1728,1728.0,2024-05-03
经一路-纬中路,2024-05-03 15:00:00,1634,1634.0,2024-05-03
经一路-纬中路,2024-05-03 16:00:00,2039,2039.0,2024-05-03
经一路-纬中路,2024-05-03 17:00:00,2008,2008.0,2024-05-03
经一路-纬中路,2024-05-03 18:00:00,1737,1737.0,2024-05-03
经一路-纬中路,2024-05-03 19:00:00,1533,1533.0,2024-05-03
经一路-纬中路,2024-05-03 20:00:00,1496,1496.0,2024-05-03
经一路-纬中路,2024-05-03 21:00:00,1265,1265.0,2024-05-03
经一路-纬中路,2024-05-03 22:00:00,802,802.0,2024-05-03
经一路-纬中路,2024-05-03 23:00:00,722,722.0,2024-05-03
经三路-纬中路,2024-05-03 00:00:00,321,321.0,2024-05-03
经三路-纬中路,2024-05-03 01:00:00,138,138.0,2024-05-03
经三路-纬中路,2024-05-03 02:00:00,70,70.0,2024-05-03
经三路-纬中路,2024-05-03 03:00:00,51,51.0,2024-05-03
经三路-纬中路,2024-05-03 04:00:00,53,53.0,2024-05-03
经三路-纬中路,2024-05-03 05:00:00,134,134.0,2024-05-03
经三路-纬中路,2024-05-03 06:00:00,394,394.0,2024-05-03
经三路-纬中路,2024-05-03 07:00:00,708,708.0,2024-05-03
经三路-纬中路,2024-05-03 08:00:00,1105,1105.0,2024-05-03
经三路-纬中路,2024-05-03 09:00:00,1321,1321.0,2024-05-03
经三路-纬中路,2024-05-03 10:00:00,1410,1410.0,2024-05-03
经三路-纬中路,2024-05-03 11:00:00,1535,1535.0,2024-05-03
经三路-纬中路,2024-05-03 12:00:00,1480,1480.0,2024-05-03
经三路-纬中路,2024-05-03 13:00:00,1542,1542.0,2024-05-03
经三路-纬中路,2024-05-03 14:00:00,1476,1476.0,2024-05-03
经三路-纬中路,2024-05-03 15:00:00,1264,1264.0,2024-05-03
经三路-纬中路,2024-05-03 16:00:00,1664,1664.0,2024-05-03
经三路-纬中路,2024-05-03 17:00:00,1695,1695.0,2024-05-03
经三路-纬中路,2024-05-03 18:00:00,1444,1444.0,2024-05-03
经三路-纬中路,2024-05-03 19:00:00,1422,1422.0,2024-05-03
经三路-纬中路,2024-05-03 20:00:00,1226,1226.0,2024-05-03
经三路-纬中路,2024-05-03 21:00:00,1039,1039.0,2024-05-03
经三路-纬中路,2024-05-03 22:00:00,698,698.0,2024-05-03
经三路-纬中路,2024-05-03 23:00:00,537,537.0,2024-05-03
经中路-环北路,2024-05-03 00:00:00,225,225.0,2024-05-03
经中路-环北路,2024-05-03 01:00:00,129,129.0,2024-05-03
经中路-环北路,2024-05-03 02:00:00,72,72.0,2024-05-03
经中路-环北路,2024-05-03 03:00:00,71,71.0,2024-05-03
经中路-环北路,2024-05-03 04:00:00,81,81.0,2024-05-03
经中路-环北路,2024-05-03 05:00:00,255,255.0,2024-05-03
经中路-环北路,2024-05-03 06:00:00,592,592.0,2024-05-03
经中路-环北路,2024-05-03 07:00:00,1147,1147.0,2024-05-03
经中路-环北路,2024-05-03 08:00:00,1612,1612.0,2024-05-03
经中路-环北路,2024-05-03 09:00:00,1905,1905.0,2024-05-03
经中路-环北路,2024-05-03 10:00:00,1956,1956.0,2024-05-03
经中路-环北路,2024-05-03 11:00:00,1779,1779.0,2024-05-03
经中路-环北路,2024-05-03 12:00:00,1976,1976.0,2024-05-03
经中路-环北路,2024-05-03 13:00:00,1938,1938.0,2024-05-03
经中路-环北路,2024-05-03 14:00:00,1948,1948.0,2024-05-03
经中路-环北路,2024-05-03 15:00:00,1768,1768.0,2024-05-03
经中路-环北路,2024-05-03 16:00:00,1517,1517.0,2024-05-03
经中路-环北路,2024-05-03 17:00:00,1697,1697.0,2024-05-03
经中路-环北路,2024-05-03 18:00:00,1642,1642.0,2024-05-03
经中路-环北路,2024-05-03 19:00:00,1619,1619.0,2024-05-03
经中路-环北路,2024-05-03 20:00:00,1401,1401.0,2024-05-03
经中路-环北路,2024-05-03 21:00:00,1152,1152.0,2024-05-03
经中路-环北路,2024-05-03 22:00:00,689,689.0,2024-05-03
经中路-环北路,2024-05-03 23:00:00,405,405.0,2024-05-03
经中路-环南路,2024-05-03 00:00:00,399,399.0,2024-05-03
经中路-环南路,2024-05-03 01:00:00,183,183.0,2024-05-03
经中路-环南路,2024-05-03 02:00:00,115,115.0,2024-05-03
经中路-环南路,2024-05-03 03:00:00,106,106.0,2024-05-03
经中路-环南路,2024-05-03 04:00:00,143,143.0,2024-05-03
经中路-环南路,2024-05-03 05:00:00,362,362.0,2024-05-03
经中路-环南路,2024-05-03 06:00:00,862,862.0,2024-05-03
经中路-环南路,2024-05-03 07:00:00,1446,1446.0,2024-05-03
经中路-环南路,2024-05-03 08:00:00,2011,2011.0,2024-05-03
经中路-环南路,2024-05-03 09:00:00,2450,2450.0,2024-05-03
经中路-环南路,2024-05-03 10:00:00,2590,2590.0,2024-05-03
经中路-环南路,2024-05-03 11:00:00,2671,2671.0,2024-05-03
经中路-环南路,2024-05-03 12:00:00,2621,2621.0,2024-05-03
经中路-环南路,2024-05-03 13:00:00,2710,2710.0,2024-05-03
经中路-环南路,2024-05-03 14:00:00,2566,2566.0,2024-05-03
经中路-环南路,2024-05-03 15:00:00,2431,2431.0,2024-05-03
经中路-环南路,2024-05-03 16:00:00,2599,2599.0,2024-05-03
经中路-环南路,2024-05-03 17:00:00,2523,2523.0,2024-05-03
经中路-环南路,2024-05-03 18:00:00,2138,2138.0,2024-05-03
经中路-环南路,2024-05-03 19:00:00,2203,2203.0,2024-05-03
经中路-环南路,2024-05-03 20:00:00,1933,1933.0,2024-05-03
经中路-环南路,2024-05-03 21:00:00,1479,1479.0,2024-05-03
经中路-环南路,2024-05-03 22:00:00,905,905.0,2024-05-03
经中路-环南路,2024-05-03 23:00:00,674,674.0,2024-05-03
经中路-纬一路,2024-05-03 00:00:00,381,381.0,2024-05-03
经中路-纬一路,2024-05-03 01:00:00,192,192.0,2024-05-03
经中路-纬一路,2024-05-03 02:00:00,150,150.0,2024-05-03
经中路-纬一路,2024-05-03 03:00:00,133,133.0,2024-05-03
经中路-纬一路,2024-05-03 04:00:00,153,153.0,2024-05-03
经中路-纬一路,2024-05-03 05:00:00,294,294.0,2024-05-03
经中路-纬一路,2024-05-03 06:00:00,669,669.0,2024-05-03
经中路-纬一路,2024-05-03 07:00:00,1132,1132.0,2024-05-03
经中路-纬一路,2024-05-03 08:00:00,1656,1656.0,2024-05-03
经中路-纬一路,2024-05-03 09:00:00,1924,1924.0,2024-05-03
经中路-纬一路,2024-05-03 10:00:00,1858,1858.0,2024-05-03
经中路-纬一路,2024-05-03 11:00:00,1783,1783.0,2024-05-03
经中路-纬一路,2024-05-03 12:00:00,2071,2071.0,2024-05-03
经中路-纬一路,2024-05-03 13:00:00,2109,2109.0,2024-05-03
经中路-纬一路,2024-05-03 14:00:00,2108,2108.0,2024-05-03
经中路-纬一路,2024-05-03 15:00:00,1790,1790.0,2024-05-03
经中路-纬一路,2024-05-03 16:00:00,2051,2051.0,2024-05-03
经中路-纬一路,2024-05-03 17:00:00,2076,2076.0,2024-05-03
经中路-纬一路,2024-05-03 18:00:00,1785,1785.0,2024-05-03
经中路-纬一路,2024-05-03 19:00:00,1760,1760.0,2024-05-03
经中路-纬一路,2024-05-03 20:00:00,1596,1596.0,2024-05-03
经中路-纬一路,2024-05-03 21:00:00,1362,1362.0,2024-05-03
经中路-纬一路,2024-05-03 22:00:00,846,846.0,2024-05-03
经中路-纬一路,2024-05-03 23:00:00,614,614.0,2024-05-03
经中路-纬中路,2024-05-03 00:00:00,498,498.0,2024-05-03
经中路-纬中路,2024-05-03 01:00:00,221,221.0,2024-05-03
经中路-纬中路,2024-05-03 02:00:00,159,159.0,2024-05-03
经中路-纬中路,2024-05-03 03:00:00,144,144.0,2024-05-03
经中路-纬中路,2024-05-03 04:00:00,179,179.0,2024-05-03
经中路-纬中路,2024-05-03 05:00:00,344,344.0,2024-05-03
经中路-纬中路,2024-05-03 06:00:00,826,826.0,2024-05-03
经中路-纬中路,2024-05-03 07:00:00,1455,1455.0,2024-05-03
经中路-纬中路,2024-05-03 08:00:00,2123,2123.0,2024-05-03
经中路-纬中路,2024-05-03 09:00:00,2577,2577.0,2024-05-03
经中路-纬中路,2024-05-03 10:00:00,2492,2492.0,2024-05-03
经中路-纬中路,2024-05-03 11:00:00,2440,2440.0,2024-05-03
经中路-纬中路,2024-05-03 12:00:00,2082,2082.0,2024-05-03
经中路-纬中路,2024-05-03 13:00:00,2176,2176.0,2024-05-03
经中路-纬中路,2024-05-03 14:00:00,2309,2309.0,2024-05-03
经中路-纬中路,2024-05-03 15:00:00,2241,2241.0,2024-05-03
经中路-纬中路,2024-05-03 16:00:00,1941,1941.0,2024-05-03
经中路-纬中路,2024-05-03 17:00:00,1782,1782.0,2024-05-03
经中路-纬中路,2024-05-03 18:00:00,2574,2574.0,2024-05-03
经中路-纬中路,2024-05-03 19:00:00,2580,2580.0,2024-05-03
经中路-纬中路,2024-05-03 20:00:00,2237,2237.0,2024-05-03
经中路-纬中路,2024-05-03 21:00:00,1957,1957.0,2024-05-03
经中路-纬中路,2024-05-03 22:00:00,1253,1253.0,2024-05-03
经中路-纬中路,2024-05-03 23:00:00,870,870.0,2024-05-03
经二路-纬中路,2024-05-03 00:00:00,217,217.0,2024-05-03
经二路-纬中路,2024-05-03 01:00:00,101,101.0,2024-05-03
经二路-纬中路,2024-05-03 02:00:00,52,52.0,2024-05-03
经二路-纬中路,2024-05-03 03:00:00,37,37.0,2024-05-03
经二路-纬中路,2024-05-03 04:00:00,45,45.0,2024-05-03
经二路-纬中路,2024-05-03 05:00:00,91,91.0,2024-05-03
经二路-纬中路,2024-05-03 06:00:00,234,234.0,2024-05-03
经二路-纬中路,2024-05-03 07:00:00,511,511.0,2024-05-03
经二路-纬中路,2024-05-03 08:00:00,616,616.0,2024-05-03
经二路-纬中路,2024-05-03 09:00:00,871,871.0,2024-05-03
经二路-纬中路,2024-05-03 10:00:00,853,853.0,2024-05-03
经二路-纬中路,2024-05-03 11:00:00,709,709.0,2024-05-03
经二路-纬中路,2024-05-03 12:00:00,771,771.0,2024-05-03
经二路-纬中路,2024-05-03 13:00:00,569,569.0,2024-05-03
经二路-纬中路,2024-05-03 14:00:00,570,570.0,2024-05-03
经二路-纬中路,2024-05-03 15:00:00,670,670.0,2024-05-03
经二路-纬中路,2024-05-03 16:00:00,927,927.0,2024-05-03
经二路-纬中路,2024-05-03 17:00:00,1103,1103.0,2024-05-03
经二路-纬中路,2024-05-03 18:00:00,887,887.0,2024-05-03
经二路-纬中路,2024-05-03 19:00:00,916,916.0,2024-05-03
经二路-纬中路,2024-05-03 20:00:00,900,900.0,2024-05-03
经二路-纬中路,2024-05-03 21:00:00,790,790.0,2024-05-03
经二路-纬中路,2024-05-03 22:00:00,513,513.0,2024-05-03
经二路-纬中路,2024-05-03 23:00:00,351,351.0,2024-05-03
经五路-纬中路,2024-05-03 00:00:00,64,64.0,2024-05-03
经五路-纬中路,2024-05-03 01:00:00,12,12.0,2024-05-03
经五路-纬中路,2024-05-03 02:00:00,8,8.0,2024-05-03
经五路-纬中路,2024-05-03 03:00:00,18,18.0,2024-05-03
经五路-纬中路,2024-05-03 04:00:00,16,16.0,2024-05-03
经五路-纬中路,2024-05-03 05:00:00,34,34.0,2024-05-03
经五路-纬中路,2024-05-03 06:00:00,145,145.0,2024-05-03
经五路-纬中路,2024-05-03 07:00:00,285,285.0,2024-05-03
经五路-纬中路,2024-05-03 08:00:00,430,430.0,2024-05-03
经五路-纬中路,2024-05-03 09:00:00,579,579.0,2024-05-03
经五路-纬中路,2024-05-03 10:00:00,496,496.0,2024-05-03
经五路-纬中路,2024-05-03 11:00:00,558,558.0,2024-05-03
经五路-纬中路,2024-05-03 12:00:00,739,739.0,2024-05-03
经五路-纬中路,2024-05-03 13:00:00,723,723.0,2024-05-03
经五路-纬中路,2024-05-03 14:00:00,664,664.0,2024-05-03
经五路-纬中路,2024-05-03 15:00:00,694,694.0,2024-05-03
经五路-纬中路,2024-05-03 16:00:00,645,645.0,2024-05-03
经五路-纬中路,2024-05-03 17:00:00,645,645.0,2024-05-03
经五路-纬中路,2024-05-03 18:00:00,548,548.0,2024-05-03
经五路-纬中路,2024-05-03 19:00:00,441,441.0,2024-05-03
经五路-纬中路,2024-05-03 20:00:00,456,456.0,2024-05-03
经五路-纬中路,2024-05-03 21:00:00,309,309.0,2024-05-03
经五路-纬中路,2024-05-03 22:00:00,193,193.0,2024-05-03
经五路-纬中路,2024-05-03 23:00:00,62,62.0,2024-05-03
经四路-纬中路,2024-05-03 00:00:00,80,80.0,2024-05-03
经四路-纬中路,2024-05-03 01:00:00,39,39.0,2024-05-03
经四路-纬中路,2024-05-03 02:00:00,33,33.0,2024-05-03
经四路-纬中路,2024-05-03 03:00:00,27,27.0,2024-05-03
经四路-纬中路,2024-05-03 04:00:00,35,35.0,2024-05-03
经四路-纬中路,2024-05-03 05:00:00,87,87.0,2024-05-03
经四路-纬中路,2024-05-03 06:00:00,95,95.0,2024-05-03
经四路-纬中路,2024-05-03 07:00:00,106,106.0,2024-05-03
经四路-纬中路,2024-05-03 08:00:00,79,79.0,2024-05-03
经四路-纬中路,2024-05-03 09:00:00,106,106.0,2024-05-03
经四路-纬中路,2024-05-03 10:00:00,107,107.0,2024-05-03
经四路-纬中路,2024-05-03 11:00:00,117,117.0,2024-05-03
经四路-纬中路,2024-05-03 12:00:00,93,93.0,2024-05-03
经四路-纬中路,2024-05-03 13:00:00,47,47.0,2024-05-03
经四路-纬中路,2024-05-03 14:00:00,99,99.0,2024-05-03
经四路-纬中路,2024-05-03 15:00:00,111,111.0,2024-05-03
经四路-纬中路,2024-05-03 16:00:00,124,124.0,2024-05-03
经四路-纬中路,2024-05-03 17:00:00,73,73.0,2024-05-03
经四路-纬中路,2024-05-03 18:00:00,76,76.0,2024-05-03
经四路-纬中路,2024-05-03 19:00:00,102,102.0,2024-05-03
经四路-纬中路,2024-05-03 20:00:00,110,110.0,2024-05-03
经四路-纬中路,2024-05-03 21:00:00,96,96.0,2024-05-03
经四路-纬中路,2024-05-03 22:00:00,119,119.0,2024-05-03
经四路-纬中路,2024-05-03 23:00:00,102,102.0,2024-05-03
环西路-纬中路,2024-05-04 00:00:00,800,800.0,2024-05-04
环西路-纬中路,2024-05-04 01:00:00,519,519.0,2024-05-04
环西路-纬中路,2024-05-04 02:00:00,174,174.0,2024-05-04
环西路-纬中路,2024-05-04 03:00:00,161,161.0,2024-05-04
